Dimension,unique_values,score,normalized_score,IV,normalized_iv,QSDA_IDX,IV_IDX,IDX_DIFF
dim-2,1454.937728937729,0.6601624723280127,0.17708267748504522,0.3130443192090635,0.12294578830224717,2966.2820512820513,2813.9511599511598,152.33089133089132
dim-3,1461.904761904762,0.7254294309444037,0.19465167652686544,0.5326516148605333,0.23404149846702899,2632.9285714285716,1561.595238095238,1071.3333333333333
all,1464.9700854700855,1.0026584426515623,0.26927804711776704,0.6044580886816944,0.2703672096868024,2300.1944444444443,1719.707264957265,580.4871794871794
norm-1,1464.988344988345,1.0819123816256113,0.2906121556378146,0.4982441381118858,0.21663532326219523,1932.892773892774,2097.095571095571,-164.2027972027972
dim-1,1464.989010989011,1.1249038284088855,0.30218488253292264,0.49759483449350217,0.2163068512668414,1911.6105006105006,2131.9542124542127,-220.34371184371184
norm-2,1465.0,1.1394042658745966,0.3060882078500775,0.4936134627975595,0.21429274096746093,1816.8228438228439,2131.079254079254,-314.2564102564103
