,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 193.5)","(194.5, 328.5)","(329.5, 753.5)","(755.5, 1129.5)","(1130.5, 1445.5)","(1446.5, 1846.5)","(1847.5, 2078.5)","(2079.5, 2345.5)"
"Time length, sec",183.0,134.0,424.0,374.0,315.0,400.0,231.0,266.0
Number of epochs,163,116,359,322,265,341,209,242
