,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 61.5)","(62.5, 219.5)","(220.5, 296.5)","(297.5, 431.5)","(432.5, 771.5)","(772.5, 958.5)","(960.5, 1051.5)","(1052.5, 1156.5)","(1161.5, 1242.5)","(1243.5, 1304.5)"
"Time length, sec",53.0,157.0,76.0,134.0,339.0,186.0,91.0,104.0,81.0,61.0
Number of epochs,52,143,67,120,303,174,84,97,81,59
