,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 117.9)","(118.7, 198.7)","(199.5, 316.3)","(317.1, 508.3)","(509.1, 620.3)","(621.1, 708.3)","(709.1, 773.1)","(773.9, 877.1)","(877.9, 938.7)"
"Time length, sec",108.0,79.99999999999999,116.80000000000001,191.2,111.19999999999993,87.19999999999993,64.0,103.20000000000005,60.80000000000007
Number of epochs,123,87,130,216,126,103,74,117,70
