,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 135.5)","(137.5, 184.5)","(186.5, 320.5)","(321.5, 421.5)","(422.5, 585.5)","(586.5, 771.5)","(772.5, 849.5)","(850.5, 1003.5)","(1004.5, 1214.5)","(1215.5, 1304.5)"
"Time length, sec",127.0,47.0,134.0,100.0,163.0,185.0,77.0,153.0,210.0,89.0
Number of epochs,122,42,122,88,139,172,72,142,195,86
