,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 88.3)","(89.1, 195.5)","(196.3, 273.1)","(274.7, 506.7)","(507.5, 619.5)","(620.3, 709.9)","(710.7, 773.1)","(773.9, 877.1)","(877.9, 938.7)"
"Time length, sec",78.39999999999999,106.4,76.80000000000001,232.0,112.0,89.60000000000002,62.39999999999998,103.20000000000005,60.80000000000007
Number of epochs,91,115,88,260,127,106,72,117,70
