,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 101.1)","(101.9, 195.5)","(196.3, 337.9)","(338.7, 453.1)","(454.7, 526.7)","(527.5, 620.3)","(621.1, 761.9)","(762.7, 876.3)","(877.1, 938.7)"
"Time length, sec",91.19999999999999,93.6,141.59999999999997,114.40000000000003,72.00000000000006,92.79999999999995,140.79999999999995,113.59999999999991,61.60000000000002
Number of epochs,104,102,156,128,86,106,163,130,71
