,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 116.5)","(117.5, 216.5)","(217.5, 299.5)","(300.5, 700.5)","(702.5, 770.5)","(771.5, 944.5)","(945.5, 1059.5)","(1060.5, 1177.5)","(1178.5, 1238.5)","(1239.5, 1304.5)"
"Time length, sec",108.0,99.0,82.0,400.0,68.0,173.0,114.0,117.0,60.0,65.0
Number of epochs,103,89,73,356,63,162,103,108,60,63
