,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 171.5)","(172.5, 464.5)","(465.5, 750.5)","(751.5, 1165.5)","(1166.5, 1289.5)","(1292.5, 1443.5)","(1444.5, 1596.5)","(1597.5, 2345.5)"
"Time length, sec",161.0,292.0,285.0,414.0,123.0,151.0,152.0,748.0
Number of epochs,143,254,238,354,100,134,135,659
