,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 61.5)","(62.5, 116.5)","(117.5, 244.5)","(245.5, 787.5)","(788.5, 939.5)","(940.5, 989.5)","(990.5, 1059.5)","(1060.5, 1155.5)","(1156.5, 1239.5)","(1240.5, 1304.5)"
"Time length, sec",53.0,54.0,127.0,542.0,151.0,49.0,69.0,95.0,83.0,64.0
Number of epochs,52,51,114,482,142,44,64,90,79,62
