Algorithm,unique_values,score,normalized_score,IV,normalized_iv,QSDA_IDX,IV_IDX,IDX_DIFF
amplitude-bottleneck,3343.4609929078015,0.8205955979674115,0.12027623370179429,0.1289453202329276,0.07154084373993509,2917.2340425531916,2200.248226950355,716.9858156028369
amplitude-wasserstein-2,3344.340425531915,0.9415296680970757,0.13927771209497278,0.22895711461533147,0.13539829969353875,2619.8368794326243,1432.177304964539,1187.659574468085
life,3338.2987421383646,0.9828821630023856,0.14577512459092853,0.21776297629073313,0.12825085074098452,2585.578616352201,1566.5566037735848,1019.0220125786163
entropy,3309.718309859155,1.03099960181923,0.15333546282343033,0.21333412061217277,0.1254230297008263,2477.1971830985917,1368.8028169014085,1108.394366197183
amplitude-wasserstein-1,3344.2127659574467,1.1736131957010336,0.1757432848690551,0.30530211122868034,0.18414452296270845,2261.425531914894,979.3687943262412,1282.0567375886526
amplitude-landscape-2-2,2944.0425531914893,1.1896707967327076,0.17826629727343782,0.11755312076620758,0.06426693289618832,2412.9858156028367,2304.2624113475176,108.72340425531915
landscape,2593.413145539906,1.2233808510535944,0.18356290945331752,0.09780558786582974,0.05165814790072499,2323.0140845070423,2680.4037558685445,-357.38967136150234
amplitude-landscape-2-1,2943.9148936170213,1.23921731577713,0.18605117634077076,0.11233398839202258,0.06093452077661151,2283.595744680851,2375.3617021276596,-91.76595744680851
bd2,3338.5723270440253,1.2796292430243916,0.19240080437852905,0.3214319588976199,0.19444341864214507,2248.4701257861634,1311.1477987421383,937.3223270440252
amplitude-landscape-1-2,2944.0141843971633,1.5843274517492993,0.24027578636928523,0.11730840338505727,0.0641106810312519,1949.7517730496454,2365.198581560284,-415.4468085106383
silhouette-2,2593.8732394366198,1.6499046968073723,0.2505794551676572,0.09141911855110135,0.04758039201720429,1671.8403755868544,2722.237089201878,-1050.3967136150234
amplitude-landscape-1-1,2943.8936170212764,1.6786115017004142,0.2550899436704213,0.10986199818124796,0.05935615687486302,1790.276595744681,2449.872340425532,-659.5957446808511
amplitude-silhouette-2-2,2944.1347517730496,1.7188883932454009,0.26141835454434537,0.10898910429759588,0.058798814782645856,1652.5177304964539,2338.099290780142,-685.581560283688
silhouette-1,2593.8732394366198,1.8070925520189782,0.27527722339187205,0.09377666564783242,0.04908568407618307,1534.5281690140846,2706.154929577465,-1171.6267605633802
amplitude-silhouette-2-1,2944.1347517730496,1.8728378218346926,0.2856072926810107,0.11156888125157692,0.060446000439360256,1597.1843971631206,2333.9432624113474,-736.7588652482269
amplitude-silhouette-1-2,2944.1347517730496,2.0867076572404644,0.31921108234969714,0.1056867717266934,0.05669027790464281,1322.0425531914893,2417.3900709219856,-1095.3475177304965
amplitude-silhouette-1-1,2944.1347517730496,2.257925793511777,0.3461133251452251,0.11106681695806081,0.060125432763247014,1172.049645390071,2372.3475177304963,-1200.2978723404256
