name,unique_values,score,normalized_score,IV,normalized_iv,QSDA_IDX,IV_IDX,IDX_DIFF,Source,Algorithm,Dimension,Stat
channel-0 landscape dim-1 max,3353,0.8027939512473871,0.1174791922630098,0.1098692765956039,0.05936080413698862,2681,2136,545,channel-0,landscape,dim-1,max
channel-0 landscape dim-1 mean,3352,1.416886373807576,0.2139670048883604,0.08495858009109386,0.04345534303979012,1464,2831,-1367,channel-0,landscape,dim-1,mean
channel-0 landscape dim-1 std,3353,0.6566399714618463,0.0945150954952885,0.11460609411006227,0.06238525857916391,3123,2015,1108,channel-0,landscape,dim-1,std
channel-0 landscape dim-1 sum,3352,1.416886373807574,0.2139670048883601,0.08495858009109386,0.04345534303979012,1467,2829,-1362,channel-0,landscape,dim-1,sum
channel-0 landscape dim-1 norm-1,3352,1.416886373807574,0.2139670048883601,0.08495858009109386,0.04345534303979012,1466,2832,-1366,channel-0,landscape,dim-1,norm-1
channel-0 landscape dim-1 norm-2,3353,0.3715088856256225,0.0497145511910119,0.11253950762035135,0.061065744650272286,3859,2076,1783,channel-0,landscape,dim-1,norm-2
channel-0 landscape dim-2 max,2073,0.411024021527156,0.0559232730196202,0.06541721689643169,0.030978197247312867,3764,3343,421,channel-0,landscape,dim-2,max
channel-0 landscape dim-2 mean,2073,0.7510696033520976,0.1093521270126647,0.06939280482613051,0.03351660716864398,2845,3206,-361,channel-0,landscape,dim-2,mean
channel-0 landscape dim-2 std,2073,0.3345770528656832,0.0439117247298165,0.0692968442452939,0.03345533640951105,3939,3211,728,channel-0,landscape,dim-2,std
channel-0 landscape dim-2 sum,2073,0.7510696033520975,0.1093521270126647,0.06939280482613051,0.03351660716864398,2847,3208,-361,channel-0,landscape,dim-2,sum
channel-0 landscape dim-2 norm-1,2073,0.7510696033520975,0.1093521270126647,0.06939280482613051,0.03351660716864398,2846,3207,-361,channel-0,landscape,dim-2,norm-1
channel-0 landscape dim-2 norm-2,2073,0.2028393798396384,0.0232127559041739,0.06942469610777234,0.03353696972813332,4114,3205,909,channel-0,landscape,dim-2,norm-2
channel-0 silhouette-1 dim-1 max,3353,0.3720065115939988,0.0497927394887831,0.12195499433945843,0.06707752588227571,3856,1829,2027,channel-0,silhouette-1,dim-1,max
channel-0 silhouette-1 dim-1 mean,3353,2.74394864777404,0.422478511183812,0.09573155747808328,0.05033388104850203,533,2538,-2005,channel-0,silhouette-1,dim-1,mean
channel-0 silhouette-1 dim-1 std,3353,1.3701959343052734,0.2066308805321738,0.12260427666183919,0.06749209215977245,1545,1809,-264,channel-0,silhouette-1,dim-1,std
channel-0 silhouette-1 dim-1 sum,3353,2.74394864777404,0.422478511183812,0.09573155747808328,0.05033388104850203,534,2540,-2006,channel-0,silhouette-1,dim-1,sum
channel-0 silhouette-1 dim-1 norm-1,3353,2.74394864777404,0.422478511183812,0.09573155747808328,0.05033388104850203,536,2541,-2005,channel-0,silhouette-1,dim-1,norm-1
channel-0 silhouette-1 dim-1 norm-2,3353,1.5948533499149362,0.2419296431058418,0.12251112193958529,0.06743261293924718,1244,1812,-568,channel-0,silhouette-1,dim-1,norm-2
channel-0 silhouette-1 dim-2 max,2073,1.3318987418189472,0.2006135251684778,0.06064500436704342,0.02793114311456286,1582,3467,-1885,channel-0,silhouette-1,dim-2,max
channel-0 silhouette-1 dim-2 mean,2073,1.0806832515965328,0.161141888231303,0.06168266378384993,0.02859368787653568,2010,3453,-1443,channel-0,silhouette-1,dim-2,mean
channel-0 silhouette-1 dim-2 std,2073,1.358757639454921,0.204833665634662,0.06253027326439402,0.02913488589626868,1555,3436,-1881,channel-0,silhouette-1,dim-2,std
channel-0 silhouette-1 dim-2 sum,2073,1.0806832515965332,0.1611418882313031,0.06168266378384993,0.02859368787653568,2009,3452,-1443,channel-0,silhouette-1,dim-2,sum
channel-0 silhouette-1 dim-2 norm-1,2073,1.0806832515965332,0.1611418882313031,0.06168266378384993,0.02859368787653568,2008,3451,-1443,channel-0,silhouette-1,dim-2,norm-1
channel-0 silhouette-1 dim-2 norm-2,2073,1.2969925338567962,0.1951289701901375,0.06253027326439402,0.02913488589626868,1622,3435,-1813,channel-0,silhouette-1,dim-2,norm-2
channel-0 silhouette-2 dim-1 max,3353,1.112853912544927,0.1661966268855943,0.1237280860081153,0.06820964358731389,1951,1774,177,channel-0,silhouette-2,dim-1,max
channel-0 silhouette-2 dim-1 mean,3353,1.806199510305896,0.2751369063348414,0.1074817798614887,0.05783638925692765,1076,2197,-1121,channel-0,silhouette-2,dim-1,mean
channel-0 silhouette-2 dim-1 std,3353,1.3727232928736235,0.2070279857414572,0.11749836104544693,0.06423196885541595,1542,1943,-401,channel-0,silhouette-2,dim-1,std
channel-0 silhouette-2 dim-1 sum,3353,1.806199510305896,0.2751369063348414,0.1074817798614887,0.05783638925692765,1075,2194,-1119,channel-0,silhouette-2,dim-1,sum
channel-0 silhouette-2 dim-1 norm-1,3353,1.806199510305896,0.2751369063348414,0.1074817798614887,0.05783638925692765,1073,2196,-1123,channel-0,silhouette-2,dim-1,norm-1
channel-0 silhouette-2 dim-1 norm-2,3353,1.3899870018474754,0.2097405049901771,0.1159800581510727,0.06326253359230072,1510,1982,-472,channel-0,silhouette-2,dim-1,norm-2
channel-0 silhouette-2 dim-2 max,2073,1.000060820365306,0.1484742803073893,0.06108710303274135,0.02821342278213895,2150,3462,-1312,channel-0,silhouette-2,dim-2,max
channel-0 silhouette-2 dim-2 mean,2073,1.198244848860053,0.1796134748394046,0.05967124657513893,0.027309399492323052,1814,3487,-1673,channel-0,silhouette-2,dim-2,mean
channel-0 silhouette-2 dim-2 std,2073,1.2358197953503212,0.1855173490172451,0.060665144563035595,0.02794400261464892,1742,3466,-1724,channel-0,silhouette-2,dim-2,std
channel-0 silhouette-2 dim-2 sum,2073,1.1982448488600477,0.1796134748394038,0.05967124657513893,0.027309399492323052,1816,3485,-1669,channel-0,silhouette-2,dim-2,sum
channel-0 silhouette-2 dim-2 norm-1,2073,1.1982448488600477,0.1796134748394038,0.05967124657513893,0.027309399492323052,1817,3484,-1667,channel-0,silhouette-2,dim-2,norm-1
channel-0 silhouette-2 dim-2 norm-2,2073,1.068158932868202,0.1591740344126851,0.060665144563035595,0.02794400261464892,2025,3465,-1440,channel-0,silhouette-2,dim-2,norm-2
channel-0 entropy dim-1,3353,0.9048278525587554,0.1335110265431338,0.26630065511639506,0.1592421223888932,2387,507,1880,channel-0,entropy,dim-1,
channel-0 entropy dim-2,3344,0.9139865605968068,0.1349500667797509,0.1767481766599386,0.10206293183559041,2365,1037,1328,channel-0,entropy,dim-2,
channel-0 amplitude-bottleneck dim-1,3353,0.3502389799053321,0.0463725677984434,0.10686987014291068,0.057445685359022655,3915,2226,1689,channel-0,amplitude-bottleneck,dim-1,
channel-0 amplitude-bottleneck dim-2,3352,0.1613119613106581,0.0166878589495204,0.11992163385115477,0.06577922673044594,4150,1872,2278,channel-0,amplitude-bottleneck,dim-2,
channel-0 amplitude-bottleneck norm-1,3353,0.5435021990997598,0.0767385918624781,0.11180117873447372,0.060594322208545756,3421,2094,1327,channel-0,amplitude-bottleneck,norm-1,
channel-0 amplitude-bottleneck norm-2,3353,0.3953958842241245,0.0534677390830647,0.11021130025359055,0.059579185986947863,3814,2127,1687,channel-0,amplitude-bottleneck,norm-2,
channel-0 amplitude-wasserstein-1 dim-1,3353,0.7429752555185407,0.1080803218439369,0.2614807628397806,0.15616462477318027,2864,538,2326,channel-0,amplitude-wasserstein-1,dim-1,
channel-0 amplitude-wasserstein-1 dim-2,3351,1.4852439674012163,0.224707529343434,0.24097307796011225,0.1430704833071592,1381,621,760,channel-0,amplitude-wasserstein-1,dim-2,
channel-0 amplitude-wasserstein-1 norm-1,3353,0.7545141619762582,0.1098933451011723,0.2867604460590821,0.17230568361195275,2832,446,2386,channel-0,amplitude-wasserstein-1,norm-1,
channel-0 amplitude-wasserstein-1 norm-2,3353,0.6625303058377707,0.0954406002868888,0.2607592223175482,0.1557039216890918,3109,541,2568,channel-0,amplitude-wasserstein-1,norm-2,
channel-0 amplitude-wasserstein-2 dim-1,3353,0.5561488576699326,0.0787256680380289,0.1431134462799202,0.08058718163016013,3377,1446,1931,channel-0,amplitude-wasserstein-2,dim-1,
channel-0 amplitude-wasserstein-2 dim-2,3353,0.6749027820562807,0.0973845962119748,0.1879405416325628,0.10920924850423477,3066,955,2111,channel-0,amplitude-wasserstein-2,dim-2,
channel-0 amplitude-wasserstein-2 norm-1,3353,0.4882307857994583,0.0680542023892712,0.15234821686250505,0.08648357574408076,3571,1305,2266,channel-0,amplitude-wasserstein-2,norm-1,
channel-0 amplitude-wasserstein-2 norm-2,3353,0.5178416216767168,0.0727067346121792,0.1423614434795007,0.08010702840421997,3489,1456,2033,channel-0,amplitude-wasserstein-2,norm-2,
channel-0 amplitude-landscape-1-1 dim-1,3352,1.416886373807575,0.2139670048883603,0.08495858009109386,0.04345534303979012,1465,2830,-1365,channel-0,amplitude-landscape-1-1,dim-1,
channel-0 amplitude-landscape-1-1 dim-2,2073,0.7510696033520972,0.1093521270126646,0.06939280482613051,0.03351660716864398,2848,3209,-361,channel-0,amplitude-landscape-1-1,dim-2,
channel-0 amplitude-landscape-1-1 norm-1,3353,1.3324441347434048,0.2006992187357146,0.08129716625402743,0.04111753304175733,1581,2907,-1326,channel-0,amplitude-landscape-1-1,norm-1,
channel-0 amplitude-landscape-1-1 norm-2,3353,1.415548457746005,0.2137567880064795,0.08403878569930323,0.04286805500818497,1469,2849,-1380,channel-0,amplitude-landscape-1-1,norm-2,
channel-0 amplitude-landscape-1-2 dim-1,3353,1.286948891598743,0.1935508867670741,0.08575661194115818,0.04396488577952144,1640,2815,-1175,channel-0,amplitude-landscape-1-2,dim-1,
channel-0 amplitude-landscape-1-2 dim-2,2073,0.8590697206767337,0.1263213888063388,0.06304756647952983,0.029465177227452368,2531,3422,-891,channel-0,amplitude-landscape-1-2,dim-2,
channel-0 amplitude-landscape-1-2 norm-1,3353,1.2570608617440369,0.1888548010991564,0.08103217875996101,0.040948338724876035,1709,2912,-1203,channel-0,amplitude-landscape-1-2,norm-1,
channel-0 amplitude-landscape-1-2 norm-2,3353,0.5158855419311875,0.0723993902304003,0.08736600075800079,0.04499247933604532,3493,2777,716,channel-0,amplitude-landscape-1-2,norm-2,
channel-0 amplitude-landscape-2-1 dim-1,3353,0.3715088856256228,0.0497145511910119,0.11253950762035135,0.061065744650272286,3858,2077,1781,channel-0,amplitude-landscape-2-1,dim-1,
channel-0 amplitude-landscape-2-1 dim-2,2073,0.202839379839638,0.0232127559041738,0.06942469610777234,0.03353696972813332,4115,3204,911,channel-0,amplitude-landscape-2-1,dim-2,
channel-0 amplitude-landscape-2-1 norm-1,3353,1.2213615608187744,0.1832456332736161,0.09940435213235094,0.05267895768981058,1763,2419,-656,channel-0,amplitude-landscape-2-1,norm-1,
channel-0 amplitude-landscape-2-1 norm-2,3353,0.8800385858997388,0.1296160719261346,0.11707598920454111,0.06396228475072367,2470,1956,514,channel-0,amplitude-landscape-2-1,norm-2,
channel-0 amplitude-landscape-2-2 dim-1,3353,1.2479108921897184,0.1874171338760305,0.08697323429953001,0.04474169824590758,1728,2785,-1057,channel-0,amplitude-landscape-2-2,dim-1,
channel-0 amplitude-landscape-2-2 dim-2,2073,0.5728978341353194,0.0813573111645165,0.06644226681093944,0.03163269085149362,3323,3306,17,channel-0,amplitude-landscape-2-2,dim-2,
channel-0 amplitude-landscape-2-2 norm-1,3353,1.187199468180998,0.1778779956473749,0.10419436330895558,0.05573737624550361,1829,2283,-454,channel-0,amplitude-landscape-2-2,norm-1,
channel-0 amplitude-landscape-2-2 norm-2,3353,0.8482224304907902,0.1246170341123163,0.08825928951862734,0.04556284354196537,2553,2762,-209,channel-0,amplitude-landscape-2-2,norm-2,
channel-0 amplitude-silhouette-1-1 dim-1,3353,2.74394864777404,0.422478511183812,0.09573155747808328,0.05033388104850203,535,2539,-2004,channel-0,amplitude-silhouette-1-1,dim-1,
channel-0 amplitude-silhouette-1-1 dim-2,2073,1.080683251596531,0.1611418882313027,0.06168266378384993,0.02859368787653568,2011,3454,-1443,channel-0,amplitude-silhouette-1-1,dim-2,
channel-0 amplitude-silhouette-1-1 norm-1,3353,2.802067034338109,0.4316102245658184,0.09802382402022126,0.051797491522170835,500,2472,-1972,channel-0,amplitude-silhouette-1-1,norm-1,
channel-0 amplitude-silhouette-1-1 norm-2,3353,2.858574596489131,0.440488840989731,0.09861486393801616,0.05217487006787613,481,2449,-1968,channel-0,amplitude-silhouette-1-1,norm-2,
