,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 61.5)","(62.5, 116.5)","(117.5, 244.5)","(245.5, 770.5)","(771.5, 927.5)","(928.5, 989.5)","(990.5, 1059.5)","(1060.5, 1178.5)","(1179.5, 1220.5)","(1221.5, 1304.5)"
"Time length, sec",53.0,54.0,127.0,525.0,156.0,61.0,69.0,118.0,41.0,83.0
Number of epochs,52,51,114,467,145,56,64,109,41,81
