,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 185.5)","(186.5, 451.5)","(452.5, 747.5)","(748.5, 875.5)","(876.5, 1518.5)","(1519.5, 1791.5)","(1792.5, 2047.5)","(2048.5, 2345.5)"
"Time length, sec",175.0,265.0,295.0,127.0,642.0,272.0,255.0,297.0
Number of epochs,155,230,247,107,551,229,230,268
