name,score,mean,variance,unique_values,normalized_score
channel-0 landscape dim-1 max,0.8021423357886979,-5.298962775160069e-16,1.0000000000000002,1180,0.20872614096998332
channel-0 landscape dim-1 mean,1.5297404412661402,2.4086194432545768e-17,1.0,1180,0.4008315122701005
channel-0 landscape dim-1 std,1.3585625399537549,2.1677574989291193e-16,1.0,1180,0.3556359653844852
channel-0 landscape dim-1 sum,1.5297404412661386,3.3720672205564077e-16,1.0,1180,0.4008315122701001
channel-0 landscape dim-1 norm-1,1.5297404412661386,3.3720672205564077e-16,1.0,1180,0.4008315122701001
channel-0 landscape dim-1 norm-2,1.4901091235920882,0.0,1.0000000000000002,1180,0.390367783819501
channel-0 landscape dim-2 max,0.39403689681181164,5.058100830834612e-16,1.0000000000000002,1180,0.10097538365759685
channel-0 landscape dim-2 mean,0.5704836276328339,1.2043097216272884e-17,0.9999999999999998,1180,0.14756204253409555
channel-0 landscape dim-2 std,0.4390511866659148,-3.6129291648818656e-16,1.0000000000000002,1180,0.11286036081893676
channel-0 landscape dim-2 sum,0.570483627632834,-6.623703468950087e-16,1.0,1180,0.14756204253409558
channel-0 landscape dim-2 norm-1,0.570483627632834,-6.623703468950087e-16,1.0,1180,0.14756204253409558
channel-0 landscape dim-2 norm-2,0.503140906368959,1.2043097216272884e-16,1.0000000000000004,1180,0.12978176194324942
channel-0 silhouette-1 dim-1 max,0.5093623089009756,4.8172388865091537e-17,1.0,1180,0.1314243787043751
channel-0 silhouette-1 dim-1 mean,1.3044609923823693,7.22585832976373e-17,1.0,1180,0.3413517089991665
channel-0 silhouette-1 dim-1 std,0.661586991838788,2.890343331905492e-16,1.0,1180,0.17161576872678588
channel-0 silhouette-1 dim-1 sum,1.3044609923823693,3.13120527623095e-16,1.0,1180,0.3413517089991665
channel-0 silhouette-1 dim-1 norm-1,1.3044609923823693,3.13120527623095e-16,1.0,1180,0.3413517089991665
channel-0 silhouette-1 dim-1 norm-2,0.7802807952722923,-1.9268955546036615e-16,1.0,1180,0.20295410923092205
channel-0 silhouette-1 dim-2 max,0.503255513245674,-2.4086194432545768e-17,1.0,1180,0.1298120212257285
channel-0 silhouette-1 dim-2 mean,0.7079630926261476,-3.3720672205564077e-16,1.0,1180,0.18386030041830442
channel-0 silhouette-1 dim-2 std,0.3997189630891395,1.0838787494645597e-16,1.0,1180,0.10247560121415808
channel-0 silhouette-1 dim-2 sum,0.7079630926261531,1.565602638115475e-16,0.9999999999999998,1180,0.18386030041830584
channel-0 silhouette-1 dim-2 norm-1,0.7079630926261531,1.565602638115475e-16,0.9999999999999998,1180,0.18386030041830584
channel-0 silhouette-1 dim-2 norm-2,0.3802214323885463,2.288188471091848e-16,1.0000000000000002,1180,0.09732773133039156
channel-0 silhouette-2 dim-1 max,0.4836708922527657,1.2043097216272884e-16,1.0000000000000002,1180,0.12464115717414341
channel-0 silhouette-2 dim-1 mean,1.2750423937967452,-2.4086194432545768e-17,0.9999999999999998,1180,0.3335844116933111
channel-0 silhouette-2 dim-1 std,0.6012200978501742,9.634477773018307e-17,1.0,1180,0.15567729321865112
channel-0 silhouette-2 dim-1 sum,1.275042393796746,1.6860336102782039e-16,0.9999999999999998,1180,0.3335844116933113
channel-0 silhouette-2 dim-1 norm-1,1.275042393796746,1.6860336102782039e-16,0.9999999999999998,1180,0.3335844116933113
channel-0 silhouette-2 dim-1 norm-2,0.6857834813048339,-1.2043097216272884e-16,1.0000000000000002,1180,0.17800428947476662
channel-0 silhouette-2 dim-2 max,0.36996501451890523,1.0838787494645597e-16,1.0,1180,0.09461976253797195
channel-0 silhouette-2 dim-2 mean,0.7619423438571696,1.565602638115475e-16,1.0,1180,0.198112267296961
channel-0 silhouette-2 dim-2 std,0.4841700351076591,-4.094653053532781e-16,0.9999999999999998,1180,0.12477294424553521
channel-0 silhouette-2 dim-2 sum,0.7619423438571695,8.430168051391019e-17,1.0,1180,0.19811226729696096
channel-0 silhouette-2 dim-2 norm-1,0.7619423438571695,8.430168051391019e-17,1.0,1180,0.19811226729696096
channel-0 silhouette-2 dim-2 norm-2,0.7593437647345352,3.13120527623095e-16,1.0,1180,0.19742617286729114
channel-0 entropy dim-1,0.14622261987982432,-2.6735675820125804e-15,1.0,1180,0.0355457827211697
channel-0 entropy dim-2,0.3938698749764843,-4.154868539614145e-16,1.0,1180,0.10093128542335292
channel-0 amplitude-bottleneck dim-1,0.8102772337460236,2.4086194432545768e-17,0.9999999999999998,1178,0.21087397173097075
channel-0 amplitude-bottleneck dim-2,0.40977296425967225,8.430168051391019e-17,1.0,1180,0.10513012658108385
