,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 61.5)","(62.5, 219.5)","(220.5, 296.5)","(297.5, 552.5)","(553.5, 718.5)","(720.5, 778.5)","(779.5, 939.5)","(940.5, 1059.5)","(1060.5, 1166.5)","(1167.5, 1304.5)"
"Time length, sec",53.0,157.0,76.0,255.0,165.0,58.0,160.0,119.0,106.0,137.0
Number of epochs,52,143,67,222,153,54,150,108,97,134
