,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 232.5)","(233.5, 411.5)","(412.5, 581.5)","(582.5, 996.5)","(997.5, 1171.5)","(1172.5, 1389.5)","(1390.5, 2130.5)","(2131.5, 2345.5)"
"Time length, sec",222.0,178.0,169.0,414.0,174.0,217.0,740.0,214.0
Number of epochs,197,151,150,345,152,179,647,196
