,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 57.9)","(58.7, 236.3)","(237.1, 309.1)","(309.9, 452.3)","(453.1, 509.9)","(510.7, 620.3)","(621.1, 755.5)","(756.3, 877.1)","(877.9, 938.7)"
"Time length, sec",48.0,177.60000000000002,72.00000000000003,142.40000000000003,56.799999999999955,109.59999999999997,134.39999999999998,120.80000000000007,60.80000000000007
Number of epochs,55,197,80,157,69,124,156,138,70
