,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 437.5)","(438.5, 606.5)","(607.5, 853.5)","(854.5, 991.5)","(992.5, 1318.5)","(1319.5, 1402.5)","(1403.5, 2044.5)","(2045.5, 2345.5)"
"Time length, sec",427.0,168.0,246.0,137.0,326.0,83.0,641.0,300.0
Number of epochs,372,143,207,116,274,75,559,271
