,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 411.5)","(412.5, 654.5)","(655.5, 931.5)","(933.5, 996.5)","(997.5, 1333.5)","(1334.5, 2017.5)","(2018.5, 2120.5)","(2121.5, 2345.5)"
"Time length, sec",401.0,242.0,276.0,63.0,336.0,683.0,102.0,224.0
Number of epochs,348,208,230,57,282,598,89,205
