,0,1,2,3,4,5,6,7
"Start-end time, sec","(11.5, 210.5)","(211.5, 623.5)","(624.5, 703.5)","(704.5, 941.5)","(942.5, 1077.5)","(1078.5, 1308.5)","(1309.5, 1419.5)","(1420.5, 1486.5)"
"Time length, sec",199.0,412.0,79.0,237.0,135.0,230.0,110.0,66.0
Number of epochs,193,406,79,228,130,222,107,62
