,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 100.5)","(101.5, 219.5)","(220.5, 289.5)","(290.5, 763.5)","(765.5, 927.5)","(928.5, 1049.5)","(1050.5, 1112.5)","(1113.5, 1172.5)","(1173.5, 1242.5)","(1243.5, 1304.5)"
"Time length, sec",92.0,118.0,69.0,473.0,162.0,121.0,62.0,59.0,69.0,61.0
Number of epochs,87,108,60,423,151,112,58,53,69,59
