,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(7.5, 84.5)","(85.5, 218.5)","(219.5, 726.5)","(728.5, 967.5)","(968.5, 1274.5)","(1275.5, 1318.5)","(1319.5, 1372.5)","(1378.5, 1433.5)","(1434.5, 1542.5)"
"Time length, sec",77.0,133.0,507.0,239.0,306.0,43.0,53.0,55.0,108.0
Number of epochs,76,127,487,223,298,43,53,55,103
