,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 55.5)","(56.3, 198.7)","(199.5, 261.9)","(262.7, 449.9)","(450.7, 506.7)","(507.5, 620.3)","(621.1, 758.7)","(759.5, 877.1)","(877.9, 938.7)"
"Time length, sec",45.6,142.39999999999998,62.39999999999998,187.2,56.0,112.79999999999995,137.60000000000002,117.60000000000002,60.80000000000007
Number of epochs,52,158,70,206,68,128,160,134,70
