,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 61.5)","(62.5, 147.5)","(149.5, 221.5)","(222.5, 770.5)","(771.5, 926.5)","(927.5, 1002.5)","(1003.5, 1055.5)","(1056.5, 1154.5)","(1155.5, 1249.5)","(1250.5, 1304.5)"
"Time length, sec",53.0,85.0,72.0,548.0,155.0,75.0,52.0,98.0,94.0,54.0
Number of epochs,52,80,65,487,144,70,49,91,90,52
