,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 437.5)","(438.5, 666.5)","(668.5, 924.5)","(925.5, 996.5)","(997.5, 1318.5)","(1319.5, 1402.5)","(1403.5, 1874.5)","(1875.5, 2345.5)"
"Time length, sec",427.0,228.0,256.0,71.0,321.0,83.0,471.0,470.0
Number of epochs,372,195,213,63,269,75,405,425
