,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 368.5)","(369.5, 624.5)","(625.5, 853.5)","(854.5, 1240.5)","(1242.5, 1502.5)","(1503.5, 1637.5)","(1639.5, 2119.5)","(2120.5, 2345.5)"
"Time length, sec",358.0,255.0,228.0,386.0,260.0,134.0,480.0,225.0
Number of epochs,312,219,191,330,223,121,415,206
