,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 237.5)","(238.5, 411.5)","(412.5, 666.5)","(668.5, 996.5)","(997.5, 1171.5)","(1172.5, 1389.5)","(1390.5, 2120.5)","(2121.5, 2345.5)"
"Time length, sec",227.0,173.0,254.0,328.0,174.0,217.0,730.0,224.0
Number of epochs,201,147,219,276,152,179,638,205
