Feature,IV,IVs
channel-0 landscape dim-1 max,0.886874065483106,"[0.24265057249960378, 0.3769107674383473, 1.0735111623842435, 2.063696307016071, 0.9609203740614025, 1.3967826633338272, 0.5903246588838579, 0.3901960182474943]"
channel-0 landscape dim-1 mean,1.000721294991454,"[0.2503651346370081, 0.3859319608737124, 1.1843873492298709, 2.233374120768146, 1.1940255962241964, 1.5238373128111466, 0.7704703279616198, 0.4633785574259295]"
channel-0 landscape dim-1 std,1.021078790282101,"[0.3060616350308197, 0.5031358337081562, 1.1698712677770127, 2.1815971330452766, 1.2275745242273661, 1.5645912375286304, 0.774690627146223, 0.4411080637933228]"
channel-0 landscape dim-1 sum,1.000721294991454,"[0.2503651346370081, 0.3859319608737124, 1.1843873492298709, 2.233374120768146, 1.1940255962241964, 1.5238373128111466, 0.7704703279616198, 0.4633785574259295]"
channel-0 landscape dim-1 norm-1,1.000721294991454,"[0.2503651346370081, 0.3859319608737124, 1.1843873492298709, 2.233374120768146, 1.1940255962241964, 1.5238373128111466, 0.7704703279616198, 0.4633785574259295]"
channel-0 landscape dim-1 norm-2,1.0267655570930927,"[0.30041457421219786, 0.4455679305593008, 1.1698712677770127, 2.268230951022887, 1.2412988454711815, 1.5645912375286304, 0.774690627146223, 0.4494590230273072]"
channel-0 landscape dim-2 max,0.1618482152237061,"[0.012753271781465377, 0.06125475184487913, 0.2548375535707684, 0.3452424857569429, 0.3181606893040661, 0.21213870731764256, 0.06547978907388666, 0.02491847313999776]"
channel-0 landscape dim-2 mean,0.1687422847568714,"[0.05309188157596881, 0.0575906901992846, 0.30033222395234804, 0.23158911858492864, 0.2724453258357183, 0.288261555167641, 0.09303895700788067, 0.05358852573120109]"
channel-0 landscape dim-2 std,0.19172916648829202,"[0.028050596049817432, 0.19393551071066026, 0.33902894669961864, 0.19159934039935467, 0.29943951397432933, 0.3405982596573641, 0.1102415722996977, 0.030939592115494123]"
channel-0 landscape dim-2 sum,0.1687422847568714,"[0.05309188157596881, 0.0575906901992846, 0.30033222395234804, 0.23158911858492864, 0.2724453258357183, 0.288261555167641, 0.09303895700788067, 0.05358852573120109]"
channel-0 landscape dim-2 norm-1,0.1687422847568714,"[0.05309188157596881, 0.0575906901992846, 0.30033222395234804, 0.23158911858492864, 0.2724453258357183, 0.288261555167641, 0.09303895700788067, 0.05358852573120109]"
channel-0 landscape dim-2 norm-2,0.19407391341743305,"[0.024104129630190676, 0.19393551071066026, 0.33902894669961864, 0.19159934039935467, 0.29943951397432933, 0.3405982596573641, 0.13275993845598863, 0.031125667811958118]"
channel-0 silhouette-1 dim-1 max,1.0362039212398042,"[0.34665930975345904, 0.3567976596922061, 1.3685750702766808, 2.413716112858106, 1.0613544816716853, 1.6878871266151076, 0.6244689451658797, 0.4301726638853086]"
channel-0 silhouette-1 dim-1 mean,1.0951745864774527,"[0.36538610511713965, 0.44902263793306807, 1.2536598651748048, 2.4026849083542157, 1.396046183127658, 1.8008395298663047, 0.6348251217939066, 0.4589323404525254]"
channel-0 silhouette-1 dim-1 std,1.071917270254628,"[0.37834542124589693, 0.27022235300733966, 1.2889446931928832, 2.4253203574054787, 1.3267159003872937, 1.7067272806259615, 0.705928633513887, 0.473133522658283]"
channel-0 silhouette-1 dim-1 sum,1.0951745864774527,"[0.36538610511713965, 0.44902263793306807, 1.2536598651748048, 2.4026849083542157, 1.396046183127658, 1.8008395298663047, 0.6348251217939066, 0.4589323404525254]"
channel-0 silhouette-1 dim-1 norm-1,1.0951745864774527,"[0.36538610511713965, 0.44902263793306807, 1.2536598651748048, 2.4026849083542157, 1.396046183127658, 1.8008395298663047, 0.6348251217939066, 0.4589323404525254]"
channel-0 silhouette-1 dim-1 norm-2,1.0728377032983767,"[0.37533949376671694, 0.27022235300733966, 1.2889446931928832, 2.4253203574054787, 1.3267159003872937, 1.7067272806259615, 0.7140784177651518, 0.47535313023618675]"
channel-0 silhouette-1 dim-2 max,0.24350816802481648,"[0.09800249336142425, 0.2554716138306521, 0.17255304461840607, 0.5195179658835695, 0.4089108387914431, 0.18899931403664394, 0.27989462235166107, 0.024715451324732015]"
channel-0 silhouette-1 dim-2 mean,0.236966590561162,"[0.04407560500120055, 0.12727697011286992, 0.28550911686775304, 0.2828710649036026, 0.43589966085687415, 0.36947547098927364, 0.313162150460354, 0.03746268529736805]"
channel-0 silhouette-1 dim-2 std,0.23063083858387468,"[0.08656658263595751, 0.2523522715612968, 0.20683855429809575, 0.30264797856987047, 0.5306027937241061, 0.2513037471819458, 0.19289926592307818, 0.02183551477664684]"
channel-0 silhouette-1 dim-2 sum,0.236966590561162,"[0.04407560500120055, 0.12727697011286992, 0.28550911686775304, 0.2828710649036026, 0.43589966085687415, 0.36947547098927364, 0.313162150460354, 0.03746268529736805]"
channel-0 silhouette-1 dim-2 norm-1,0.236966590561162,"[0.04407560500120055, 0.12727697011286992, 0.28550911686775304, 0.2828710649036026, 0.43589966085687415, 0.36947547098927364, 0.313162150460354, 0.03746268529736805]"
channel-0 silhouette-1 dim-2 norm-2,0.23588840686523452,"[0.08326889188344894, 0.2523522715612968, 0.21229388564154777, 0.30264797856987047, 0.5306027937241061, 0.29010863708992773, 0.19289926592307818, 0.02293353052860012]"
channel-0 silhouette-2 dim-1 max,0.9242269937652472,"[0.36115120427613345, 0.3342202625344373, 1.2393710469639327, 2.1586369851974845, 0.8961974192553888, 1.4305703436714503, 0.6124671343401062, 0.361201553883044]"
channel-0 silhouette-2 dim-1 mean,0.9792333681033047,"[0.35217399750365186, 0.39539791622210807, 1.096560998449175, 2.188965327604324, 1.2010632608533118, 1.5283486083398423, 0.6534519989764342, 0.41790483687759056]"
channel-0 silhouette-2 dim-1 std,0.9789610342444457,"[0.3692393185373822, 0.3650701432199367, 1.2007594007343387, 2.1626441255569038, 1.268334618580428, 1.516654150448791, 0.5550472429704989, 0.3939392739072853]"
channel-0 silhouette-2 dim-1 sum,0.9792333681033047,"[0.35217399750365186, 0.39539791622210807, 1.096560998449175, 2.188965327604324, 1.2010632608533118, 1.5283486083398423, 0.6534519989764342, 0.41790483687759056]"
channel-0 silhouette-2 dim-1 norm-1,0.9792333681033047,"[0.35217399750365186, 0.39539791622210807, 1.096560998449175, 2.188965327604324, 1.2010632608533118, 1.5283486083398423, 0.6534519989764342, 0.41790483687759056]"
channel-0 silhouette-2 dim-1 norm-2,0.9724776197700693,"[0.36974207338019677, 0.3123819324773314, 1.197944801227975, 2.1626441255569038, 1.268334618580428, 1.516654150448791, 0.5550472429704989, 0.39707201351842847]"
channel-0 silhouette-2 dim-2 max,0.19646325455574198,"[0.03245948537245265, 0.17829325971083865, 0.13731087728602537, 0.28104571033262016, 0.43142509725213424, 0.32362859987727044, 0.16598806061981441, 0.021554945994779987]"
channel-0 silhouette-2 dim-2 mean,0.1946653930181827,"[0.028583235026191624, 0.13469524518694134, 0.13024442014049667, 0.3331227520167747, 0.4160910026136656, 0.4020648044961961, 0.09470087331348159, 0.017820811351713765]"
channel-0 silhouette-2 dim-2 std,0.22275478003674348,"[0.0356055357034851, 0.2764748314883714, 0.21436504119140104, 0.4148748452596378, 0.4227501993075708, 0.24696162008017247, 0.15560316095819576, 0.01540300630511345]"
channel-0 silhouette-2 dim-2 sum,0.1946653930181827,"[0.028583235026191624, 0.13469524518694134, 0.13024442014049667, 0.3331227520167747, 0.4160910026136656, 0.4020648044961961, 0.09470087331348159, 0.017820811351713765]"
channel-0 silhouette-2 dim-2 norm-1,0.1946653930181827,"[0.028583235026191624, 0.13469524518694134, 0.13024442014049667, 0.3331227520167747, 0.4160910026136656, 0.4020648044961961, 0.09470087331348159, 0.017820811351713765]"
channel-0 silhouette-2 dim-2 norm-2,0.222705435217266,"[0.03500475478554055, 0.2764748314883714, 0.21436504119140104, 0.4148748452596378, 0.4227501993075708, 0.24696162008017247, 0.15560316095819576, 0.015609028667238217]"
channel-0 entropy dim-1,0.7324925238176101,"[0.3030151815654769, 0.2622233183317341, 0.8241146258221728, 1.8847967659514804, 0.6338109702165811, 1.2898031670467127, 0.38633165972221994, 0.2758445018845028]"
channel-0 entropy dim-2,0.5354557873143501,"[0.16255611531707378, 0.24231943789667135, 0.5857267520727568, 1.2470524547392117, 0.9506825641153522, 0.7750939866676511, 0.2056440105894459, 0.11457097711663759]"
channel-0 amplitude-bottleneck dim-1,0.9391715607361304,"[0.2938621718786183, 0.357637531323174, 1.127679787348034, 2.103285609263109, 1.119444827863741, 1.4361883379823284, 0.6747628112473089, 0.40051140898273024]"
channel-0 amplitude-bottleneck dim-2,0.16827315937591508,"[0.04736641151310042, 0.43075777771307444, 0.10465252923791438, 0.09547593071680742, 0.29815728788865137, 0.22871475769261526, 0.12075368739613891, 0.020306892849018304]"
channel-0 amplitude-bottleneck norm-1,0.9512879228872481,"[0.3314673637968411, 0.48734916845859966, 1.1812924377407439, 2.048821412610913, 1.0410118999443514, 1.4554640233285987, 0.6324201982363444, 0.4324768789815927]"
channel-0 amplitude-bottleneck norm-2,0.9527525807472161,"[0.30437324538129235, 0.3000696281743186, 1.2010092123810245, 2.103285609263109, 1.1403135926945611, 1.4858088194899604, 0.6702106140324549, 0.41694992456100777]"
channel-0 amplitude-wasserstein-1 dim-1,0.38145614946744355,"[0.014394230798643319, 0.20644746473364145, 0.669297594264344, 0.8239943540499286, 0.3457411011408553, 0.4359019297598185, 0.4495904505855003, 0.10628207040681664]"
channel-0 amplitude-wasserstein-1 dim-2,0.3084583877617334,"[0.08884975206879928, 0.15703832033619852, 0.32133680102949913, 0.6257432438276969, 0.5635051088509011, 0.4802300982382458, 0.15057762453689738, 0.08038615320562903]"
channel-0 amplitude-wasserstein-1 norm-1,0.2571716037636849,"[0.03169983943641455, 0.17984755649795706, 0.4077959824510865, 0.5876456967099842, 0.32304721758131005, 0.21773609714930853, 0.23940352133115514, 0.07019691895226321]"
channel-0 amplitude-wasserstein-1 norm-2,0.38887277823770344,"[0.011312117747364644, 0.20644746473364145, 0.6364332154641132, 0.80926873753585, 0.48055433035359774, 0.3594180944388081, 0.5086868271025992, 0.09886143852565313]"
channel-0 amplitude-wasserstein-2 dim-1,1.040653701956035,"[0.20762970414289358, 0.27253298017922467, 1.3657527377698195, 2.3715025042197366, 1.2580953702931579, 1.5497111728779065, 0.7651330796728061, 0.5348720664927351]"
channel-0 amplitude-wasserstein-2 dim-2,0.20369412273838672,"[0.02110654506200535, 0.19733470546194884, 0.2641811970182702, 0.38926030063396727, 0.23908112000858578, 0.2940906142353798, 0.19173778206105874, 0.032760717425877675]"
channel-0 amplitude-wasserstein-2 norm-1,0.8625995942131807,"[0.1666664135773599, 0.24403768831527736, 1.0970949943767312, 2.1752199500795486, 1.0755561614500806, 1.1832983604063423, 0.5653941483184497, 0.39352903718165533]"
channel-0 amplitude-wasserstein-2 norm-2,1.0068550995218175,"[0.2167760394935998, 0.2568595841685993, 1.2447178347064192, 2.3172184712925663, 1.245901503406901, 1.4486934524110038, 0.7981666083940148, 0.5265073023014363]"
channel-0 amplitude-landscape-1-1 dim-1,1.000721294991454,"[0.2503651346370081, 0.3859319608737124, 1.1843873492298709, 2.233374120768146, 1.1940255962241964, 1.5238373128111466, 0.7704703279616198, 0.4633785574259295]"
channel-0 amplitude-landscape-1-1 dim-2,0.1687422847568714,"[0.05309188157596881, 0.0575906901992846, 0.30033222395234804, 0.23158911858492864, 0.2724453258357183, 0.288261555167641, 0.09303895700788067, 0.05358852573120109]"
