name,unique_values,score,normalized_score,IV,normalized_iv,QSDA_IDX,IV_IDX,IDX_DIFF,Source,Algorithm,Dimension,Stat
channel-0 landscape dim-1 max,2120,1.98700279600652,0.4912879032548375,0.886874065483106,0.41473514565921443,1413,511,902,channel-0,landscape,dim-1,max
channel-0 landscape dim-1 mean,2120,2.561797556545073,0.6363135926911984,1.000721294991454,0.47352805948792015,703,280,423,channel-0,landscape,dim-1,mean
channel-0 landscape dim-1 std,2120,2.0584082522489404,0.5093041174447029,1.021078790282101,0.4840410642536929,1317,239,1078,channel-0,landscape,dim-1,std
channel-0 landscape dim-1 sum,2120,2.561797556545073,0.6363135926911984,1.000721294991454,0.47352805948792015,702,281,421,channel-0,landscape,dim-1,sum
channel-0 landscape dim-1 norm-1,2120,2.561797556545073,0.6363135926911984,1.000721294991454,0.47352805948792015,705,282,423,channel-0,landscape,dim-1,norm-1
channel-0 landscape dim-1 norm-2,2120,2.3751856207850723,0.5892297873077066,1.0267655570930927,0.486977820752085,957,231,726,channel-0,landscape,dim-1,norm-2
channel-0 landscape dim-2 max,2034,0.6287257039443431,0.1485828453009908,0.1618482152237061,0.040317757357645236,3329,3711,-382,channel-0,landscape,dim-2,max
channel-0 landscape dim-2 mean,2034,0.3003351509470112,0.0657270685569517,0.1687422847568714,0.043877988359689694,4020,3618,402,channel-0,landscape,dim-2,mean
channel-0 landscape dim-2 std,2034,0.7275462790337603,0.1735161310870555,0.19172916648829202,0.05574885919828982,3121,3332,-211,channel-0,landscape,dim-2,std
channel-0 landscape dim-2 sum,2034,0.3003351509470131,0.0657270685569521,0.1687422847568714,0.043877988359689694,4018,3616,402,channel-0,landscape,dim-2,sum
channel-0 landscape dim-2 norm-1,2034,0.3003351509470131,0.0657270685569521,0.1687422847568714,0.043877988359689694,4017,3617,400,channel-0,landscape,dim-2,norm-1
channel-0 landscape dim-2 norm-2,2034,0.6204551081752485,0.1464961024567475,0.19407391341743305,0.05695973191561846,3349,3295,54,channel-0,landscape,dim-2,norm-2
channel-0 silhouette-1 dim-1 max,2120,2.11625680982813,0.5238998088493365,1.0362039212398042,0.49185197475967873,1248,213,1035,channel-0,silhouette-1,dim-1,max
channel-0 silhouette-1 dim-1 mean,2120,3.050967334768477,0.7597353585260358,1.0951745864774527,0.522305568182295,217,145,72,channel-0,silhouette-1,dim-1,mean
channel-0 silhouette-1 dim-1 std,2120,2.5574429335144533,0.6352148836377974,1.071917270254628,0.5102950397357049,716,173,543,channel-0,silhouette-1,dim-1,std
channel-0 silhouette-1 dim-1 sum,2120,3.050967334768477,0.7597353585260358,1.0951745864774527,0.522305568182295,216,146,70,channel-0,silhouette-1,dim-1,sum
channel-0 silhouette-1 dim-1 norm-1,2120,3.050967334768477,0.7597353585260358,1.0951745864774527,0.522305568182295,215,147,68,channel-0,silhouette-1,dim-1,norm-1
channel-0 silhouette-1 dim-1 norm-2,2120,2.586220997472643,0.6424758380735507,1.0728377032983767,0.5107703691825426,654,171,483,channel-0,silhouette-1,dim-1,norm-2
channel-0 silhouette-1 dim-2 max,2034,1.705243599978597,0.4201976211849414,0.24350816802481648,0.08248853822798533,1739,2846,-1107,channel-0,silhouette-1,dim-2,max
channel-0 silhouette-1 dim-2 mean,2034,1.7848673531487385,0.440287382769043,0.236966590561162,0.07911034095620859,1642,2889,-1247,channel-0,silhouette-1,dim-2,mean
channel-0 silhouette-1 dim-2 std,2034,1.7818348450000805,0.4395222547352237,0.23063083858387468,0.07583843595114748,1657,2960,-1303,channel-0,silhouette-1,dim-2,std
channel-0 silhouette-1 dim-2 sum,2034,1.7848673531487382,0.440287382769043,0.236966590561162,0.07911034095620859,1644,2890,-1246,channel-0,silhouette-1,dim-2,sum
channel-0 silhouette-1 dim-2 norm-1,2034,1.7848673531487382,0.440287382769043,0.236966590561162,0.07911034095620859,1643,2888,-1245,channel-0,silhouette-1,dim-2,norm-1
