name,unique_values,score,normalized_score,IV,normalized_iv,QSDA_IDX,IV_IDX,IDX_DIFF,Source,Algorithm,Dimension,Stat
channel-0 betti dim-1 max,20,0.0,0.0,0.18383278809334938,0.09354080705943917,19141,7622,11519,channel-0,betti,dim-1,max
channel-0 betti dim-1 mean,1,0.0,0.0,0.0,0.0,16640,18389,-1749,channel-0,betti,dim-1,mean
channel-0 betti dim-1 std,284,0.4251248786211422,0.0818129107093414,0.15634514793350468,0.07955409624805945,9427,9202,225,channel-0,betti,dim-1,std
channel-0 betti dim-1 sum,1,0.0,0.0,0.0,0.0,14726,17840,-3114,channel-0,betti,dim-1,sum
channel-0 betti dim-1 percentile-25,2,0.0,0.0,0.013762647408305457,0.0070029354349653425,14727,15775,-1048,channel-0,betti,dim-1,percentile-25
channel-0 betti dim-1 median,1,0.0,0.0,0.0,0.0,14728,17841,-3113,channel-0,betti,dim-1,median
channel-0 betti dim-1 percentile-75,1,0.0,0.0,0.0,0.0,14729,17842,-3113,channel-0,betti,dim-1,percentile-75
channel-0 betti dim-1 kurtosis,1176,0.4806892175463179,0.0924736966667466,0.43701265123934074,0.2223679274850319,8800,2876,5924,channel-0,betti,dim-1,kurtosis
channel-0 betti dim-1 skew,1164,0.4428817343937632,0.085219808772564,0.19457917654223156,0.09900896025946693,9214,7159,2055,channel-0,betti,dim-1,skew
channel-0 betti dim-1 norm-1,35,0.0,0.0,0.3297083939315274,0.16776761959877126,14730,4216,10514,channel-0,betti,dim-1,norm-1
channel-0 betti dim-1 norm-2,284,0.4251248786211422,0.0818129107093414,0.15634514793350468,0.07955409624805945,9428,9201,227,channel-0,betti,dim-1,norm-2
channel-0 betti dim-2 max,10,0.0,0.0,0.12349306680601461,0.06283776281200706,14731,11134,3597,channel-0,betti,dim-2,max
channel-0 betti dim-2 mean,1,0.0,0.0,0.0,0.0,14732,17845,-3113,channel-0,betti,dim-2,mean
channel-0 betti dim-2 std,70,0.0,0.0,0.1836692973400123,0.09345761701933522,14733,7635,7098,channel-0,betti,dim-2,std
channel-0 betti dim-2 sum,1,0.0,0.0,0.0,0.0,14734,17847,-3113,channel-0,betti,dim-2,sum
channel-0 betti dim-2 percentile-25,1,0.0,0.0,0.0,0.0,14735,17876,-3141,channel-0,betti,dim-2,percentile-25
channel-0 betti dim-2 median,1,0.0,0.0,0.0,0.0,14725,17839,-3114,channel-0,betti,dim-2,median
channel-0 betti dim-2 percentile-75,1,0.0,0.0,0.0,0.0,14736,17877,-3141,channel-0,betti,dim-2,percentile-75
channel-0 betti dim-2 kurtosis,463,0.6103105627053077,0.1173433422520525,0.3329044406684788,0.16939388439230912,7366,4180,3186,channel-0,betti,dim-2,kurtosis
channel-0 betti dim-2 skew,493,0.4025934311146045,0.0774899412684348,0.21279785556730513,0.10827928661004634,9715,6517,3198,channel-0,betti,dim-2,skew
