Dimension,unique_values,score,normalized_score,IV,normalized_iv,QSDA_IDX,IV_IDX,IDX_DIFF
dim-5,97.96399176954732,0.0,0.0,0.018431806974285897,0.009378773600838821,16656.399176954732,15868.817901234568,787.5812757201646
dim-4,272.2854938271605,0.5443923053764362,0.10460459539261542,0.03937741319271232,0.02003665966317667,9951.620884773663,14673.125514403293,-4721.50462962963
dim-3,542.5935802469136,0.38772380799907996,0.07455557514390815,0.08843958406544408,0.04500127618845619,11069.355061728395,12916.367407407408,-1847.0123456790122
dim-2,812.9345483049186,0.5958833139343439,0.11450765451874377,0.23589357085873267,0.12003122635040499,9219.695081324711,8748.031746031746,471.6633352929649
dim-1,902.1628453850676,0.7449217662400556,0.14311836372319536,0.31732487757514544,0.1614664361906106,8348.801881246325,7405.567901234568,943.2339800117578
norm-2,1153.2564102564102,0.9617186781397138,0.18476584335273497,0.4144439577804749,0.2108841556165043,6128.787545787546,4744.7557997558,1384.031746031746
norm-1,1153.2564102564102,0.927127434073389,0.17812903535456823,0.4170649515926335,0.2122178125719905,6390.289377289378,4763.152625152625,1627.1367521367522
all,1179.8391053391053,0.9619963229378509,0.18481911334248705,0.45425091829619546,0.23113938457670982,6630.733766233766,5403.18759018759,1227.546176046176
