Dimension,unique_values,score,normalized_score,IV,normalized_iv,QSDA_IDX,IV_IDX,IDX_DIFF
dim-5,97.96399176954732,0.0,0.0,0.018431806974285866,0.009378773600838785,16656.399176954732,15868.817901234568,787.5812757201646
dim-3,542.5935802469136,0.38772380799907996,0.07455557514390815,0.08843958406544405,0.045001276188456146,11069.355061728395,12916.367407407408,-1847.0123456790122
dim-4,272.2854938271605,0.5443923053764362,0.10460459539261542,0.039377413192712284,0.02003665966317663,9951.620884773663,14673.125514403293,-4721.50462962963
dim-2,812.9345483049186,0.5958833139343439,0.11450765451874377,0.23589357085873264,0.12003122635040497,9219.695081324711,8748.031746031746,471.6633352929649
dim-1,902.1628453850676,0.7449217662400556,0.14311836372319536,0.31732487757514544,0.16146643619061057,8348.801881246325,7405.567901234568,943.2339800117578
norm-1,1153.2564102564102,0.927127434073389,0.17812903535456823,0.41706495159263346,0.21221781257199046,6390.289377289378,4763.152625152625,1627.1367521367522
norm-2,1153.2564102564102,0.9617186781397138,0.18476584335273497,0.4144439577804748,0.21088415561650428,6128.787545787546,4744.7557997558,1384.031746031746
all,1179.8391053391053,0.9619963229378509,0.18481911334248705,0.45425091829619546,0.23113938457670977,6630.733766233766,5403.18759018759,1227.546176046176
