,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(6.5, 375.5)","(376.5, 722.5)","(723.5, 1053.5)","(1054.5, 1566.5)","(1567.5, 2137.5)","(2138.5, 2557.5)","(2558.5, 3041.5)","(3042.5, 3088.5)","(3089.5, 3186.5)"
"Time length, sec",369.0,346.0,330.0,512.0,570.0,419.0,483.0,46.0,97.0
Number of epochs,349,316,314,480,524,385,452,45,91
