,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 406.5)","(407.5, 593.5)","(596.5, 853.5)","(854.5, 1086.5)","(1087.5, 1333.5)","(1334.5, 1517.5)","(1518.5, 2101.5)","(2102.5, 2345.5)"
"Time length, sec",396.0,186.0,257.0,232.0,246.0,183.0,583.0,243.0
Number of epochs,345,162,215,198,205,164,506,222
