,0,1,2,3,4,5,6,7
"Start-end time, sec","(6.5, 210.5)","(211.5, 337.5)","(338.5, 644.5)","(645.5, 1147.5)","(1148.5, 1499.5)","(1500.5, 1617.5)","(1618.5, 1878.5)","(1879.5, 2236.5)"
"Time length, sec",204.0,126.0,306.0,502.0,351.0,117.0,260.0,357.0
Number of epochs,195,118,296,479,336,107,252,337
