,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 174.5)","(175.5, 285.5)","(286.5, 763.5)","(765.5, 827.5)","(828.5, 941.5)","(942.5, 1005.5)","(1006.5, 1059.5)","(1060.5, 1121.5)","(1122.5, 1172.5)","(1173.5, 1304.5)"
"Time length, sec",166.0,110.0,477.0,62.0,113.0,63.0,53.0,61.0,50.0,131.0
Number of epochs,155,96,427,59,106,58,48,58,45,128
