,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 55.5)","(56.3, 118.7)","(119.5, 233.1)","(233.9, 283.5)","(284.3, 494.7)","(495.5, 620.3)","(621.1, 758.7)","(759.5, 877.1)","(877.9, 938.7)"
"Time length, sec",45.6,62.400000000000006,113.6,49.599999999999994,210.39999999999998,124.79999999999995,137.60000000000002,117.60000000000002,60.80000000000007
Number of epochs,52,72,124,56,235,143,160,134,70
