,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 71.5)","(72.3, 195.5)","(196.3, 270.7)","(271.5, 506.7)","(507.5, 619.5)","(620.3, 717.1)","(719.5, 773.1)","(773.9, 877.1)","(877.9, 938.7)"
"Time length, sec",61.6,123.2,74.39999999999998,235.2,112.0,96.80000000000007,53.60000000000002,103.20000000000005,60.80000000000007
Number of epochs,71,135,85,263,127,114,64,117,70
