,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 437.5)","(438.5, 646.5)","(647.5, 762.5)","(763.5, 858.5)","(859.5, 1170.5)","(1171.5, 1342.5)","(1343.5, 1502.5)","(1503.5, 2345.5)"
"Time length, sec",427.0,208.0,115.0,95.0,311.0,171.0,159.0,842.0
Number of epochs,372,176,98,81,267,140,141,742
