Stat,unique_values,score,normalized_score,IV,normalized_iv,QSDA_IDX,IV_IDX,IDX_DIFF
norm-1,2012.9809725158561,1.1226948173897886,0.2394056221728716,0.23121409740971058,0.17969651123725155,2633.291754756871,2577.3636363636365,55.92811839323467
sum,2012.9809725158561,1.1226948173897886,0.2394056221728716,0.23121409740971058,0.17969651123725155,2633.321353065539,2577.369978858351,55.95137420718816
max,2012.816067653277,1.0636270708657067,0.22582523464407836,0.23369693665059385,0.18205064902322549,2499.133192389006,2528.2811839323467,-29.147991543340382
std,2012.7653276955602,1.1668428707943426,0.2495557922598796,0.23585529860366533,0.18409712925676905,2357.048625792812,2444.120507399577,-87.07188160676533
norm-2,2012.9894291754756,1.1037147032519872,0.23504186495340526,0.2573323992922162,0.20446093430364623,2529.3805496828754,2359.881606765328,169.49894291754757
mean,2012.987315010571,1.266282809208829,0.27241823376097,0.3171148722160223,0.2611444988822478,2248.663847780127,1944.877378435518,303.78646934460886
