Dimension,unique_values,score,normalized_score,IV,normalized_iv,QSDA_IDX,IV_IDX,IDX_DIFF
dim-2,2007.100122100122,0.8124361886746176,0.16807342042066506,0.16696066987745586,0.11877375025406171,3010.1825396825398,3224.162393162393,-213.9798534798535
dim-3,2005.5,0.7615468715563676,0.15637335247817583,0.2611123861338596,0.20804498022489215,2944.9523809523807,2089.0476190476193,855.9047619047619
dim-1,2016.984126984127,1.5742929219994886,0.34323347457566933,0.3012624056369333,0.24611376714568742,1838.5067155067154,1851.0848595848595,-12.578144078144078
norm-1,2016.988344988345,1.6433530501580307,0.35911123119194327,0.30901251617316633,0.2534621398306342,1674.6037296037296,1763.6806526806527,-89.07692307692308
norm-2,2017.0,1.6862524020421856,0.3689743097348731,0.3107847947304845,0.25514254984283047,1627.2074592074591,1728.188811188811,-100.98135198135198
all,2016.9722222222222,0.8987256953589005,0.18791241901803318,0.3148153549862528,0.25896418035378255,2784.982905982906,1894.621794871795,890.3611111111111
