Source,unique_values,score,normalized_score,IV,normalized_iv,QSDA_IDX,IV_IDX,IDX_DIFF
channel-17,2016.3050847457628,0.8439320527493632,0.17531469954267895,0.10228493652999084,0.05745057426999193,2910.923728813559,3983.9576271186443,-1073.0338983050847
channel-36,2015.6440677966102,1.0875684441418327,0.2313296451928832,0.13083802325060737,0.08452357168696521,2818.728813559322,3585.135593220339,-766.4067796610169
channel-19,2003.6694915254238,1.737436993677767,0.38074226485113666,0.13721223295147114,0.0905673652864197,1913.915254237288,3482.2796610169494,-1568.364406779661
channel-37,2014.9830508474577,1.6482381995050155,0.36023438596205176,0.14931655136645297,0.10204423937675797,1846.0593220338983,3291.7457627118642,-1445.6864406779662
channel-31,2011.6016949152543,2.0776963702724487,0.4589720004747475,0.15165149501578315,0.10425814794663078,1611.042372881356,3252.7966101694915,-1641.7542372881355
channel-35,2013.915254237288,1.0402397010806559,0.22044819618145997,0.15279023213814713,0.10533785703286808,2686.635593220339,3262.5677966101694,-575.9322033898305
channel-33,2011.8813559322034,1.2913561426041567,0.27818289559733045,0.15498258604849446,0.10741656720289915,2247.0338983050847,3219.991525423729,-972.957627118644
channel-24,2002.6186440677966,1.3848419886316743,0.2996764194275172,0.15515659397968196,0.10758155518888003,2240.737288135593,3186.2881355932204,-945.5508474576271
channel-15,2014.0677966101696,1.246444591222675,0.2678571881144629,0.16452992798328042,0.11646900927574834,2426.313559322034,3096.364406779661,-670.0508474576271
channel-12,2016.9661016949153,0.8528556539849609,0.17736634312252042,0.1690847861272991,0.12078775995844283,2889.322033898305,3029.593220338983,-140.27118644067798
channel-20,2005.8050847457628,1.1131187104489673,0.23720395965946423,0.1709346896818573,0.122541771167257,2525.6525423728813,3009.1949152542375,-483.54237288135596
channel-3,2016.9830508474577,1.220545873415855,0.26190276044432853,0.17500367618227794,0.12639983604456664,2464.3898305084745,2925.864406779661,-461.47457627118644
channel-32,2014.5677966101696,1.4106251299033705,0.3056042746578924,0.17818779445441968,0.12941890107947893,2157.14406779661,2885.6610169491523,-728.5169491525423
channel-8,2016.9661016949153,0.9760368223362225,0.2056871798041371,0.17861262816779297,0.1298217129413745,2758.3898305084745,2896.9322033898306,-138.54237288135593
channel-22,2016.7542372881355,0.9050690701843166,0.1893708374179026,0.187340548565388,0.13809720934187494,2713.6101694915255,2779.9322033898306,-66.32203389830508
channel-34,2009.6694915254238,1.3789651768102895,0.29832526949096666,0.1910297880998935,0.14159521196994618,2125.322033898305,2763.8728813559323,-638.5508474576271
channel-30,2011.677966101695,1.4402461616997302,0.3124145072208237,0.193138231616078,0.14359436135880305,2139.5593220338983,2783.906779661017,-644.3474576271186
channel-7,2015.635593220339,1.287518578229906,0.277300593250689,0.20501833712173792,0.15485864493049376,2304.508474576271,2516.101694915254,-211.59322033898306
channel-14,2009.7288135593221,1.5091850639713886,0.32826439254321416,0.20671102861638752,0.1564635933870574,2089.4745762711864,2560.2457627118642,-470.771186440678
channel-10,2016.542372881356,1.1839062335734745,0.25347886521798746,0.22121419108871682,0.17021496408799844,2273.076271186441,2458.9745762711864,-185.89830508474577
channel-29,2005.364406779661,1.5968590151280713,0.3484216916269504,0.22828718725169053,0.17692132157306106,1722.2627118644068,2479.771186440678,-757.5084745762712
channel-9,2016.5254237288136,1.5528145676075784,0.33829534178260645,0.2316725062276887,0.18013115779110658,1835.915254237288,2296.35593220339,-460.4406779661017
