,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 135.5)","(137.5, 184.5)","(186.5, 344.5)","(345.5, 421.5)","(422.5, 549.5)","(550.5, 771.5)","(772.5, 887.5)","(888.5, 955.5)","(957.5, 1089.5)","(1090.5, 1304.5)"
"Time length, sec",127.0,47.0,158.0,76.0,127.0,221.0,115.0,67.0,132.0,214.0
Number of epochs,122,42,142,68,108,203,106,66,121,202
