,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 73.5)","(75.5, 219.5)","(220.5, 285.5)","(286.5, 697.5)","(698.5, 765.5)","(766.5, 920.5)","(921.5, 970.5)","(971.5, 1059.5)","(1060.5, 1172.5)","(1173.5, 1304.5)"
"Time length, sec",65.0,144.0,65.0,411.0,67.0,154.0,49.0,88.0,112.0,131.0
Number of epochs,62,133,56,367,61,144,44,82,103,128
