,0,1,2,3,4,5,6,7
"Start-end time, sec","(5.5, 269.5)","(270.5, 1243.5)","(1244.5, 1320.5)","(1321.5, 1366.5)","(1367.5, 1543.5)","(1544.5, 2182.5)","(2183.5, 2225.5)","(2226.5, 2320.5)"
"Time length, sec",264.0,973.0,76.0,45.0,176.0,638.0,42.0,94.0
Number of epochs,251,924,67,42,173,601,43,88
