,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 80.3)","(81.1, 193.9)","(194.7, 268.3)","(269.1, 506.7)","(507.5, 619.5)","(620.3, 717.1)","(719.5, 771.5)","(772.3, 877.1)","(877.9, 938.7)"
"Time length, sec",70.39999999999999,112.80000000000001,73.60000000000002,237.59999999999997,112.0,96.80000000000007,52.0,104.80000000000007,60.80000000000007
Number of epochs,81,123,84,266,127,114,62,119,70
