,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 411.5)","(412.5, 593.5)","(596.5, 852.5)","(853.5, 1073.5)","(1074.5, 1333.5)","(1334.5, 1720.5)","(1721.5, 2101.5)","(2102.5, 2345.5)"
"Time length, sec",401.0,181.0,256.0,220.0,259.0,386.0,380.0,243.0
Number of epochs,348,159,214,188,216,339,331,222
