,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 118.7)","(119.5, 198.7)","(199.5, 449.9)","(450.7, 508.3)","(509.1, 620.3)","(621.1, 707.5)","(708.3, 770.7)","(771.5, 877.1)","(877.9, 938.7)"
"Time length, sec",108.8,79.19999999999999,250.39999999999998,57.60000000000002,111.19999999999993,86.39999999999998,62.40000000000009,105.60000000000002,60.80000000000007
Number of epochs,124,86,276,70,126,102,72,120,70
