,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 80.5)","(81.5, 181.5)","(182.5, 297.5)","(298.5, 463.5)","(464.5, 628.5)","(629.5, 715.5)","(716.5, 835.5)","(836.5, 965.5)","(967.5, 1112.5)","(1113.5, 1304.5)"
"Time length, sec",72.0,100.0,115.0,165.0,164.0,86.0,119.0,129.0,145.0,191.0
Number of epochs,67,94,102,147,145,79,110,121,134,181
