name,unique_values,score,normalized_score,IV,normalized_iv,QSDA_IDX,IV_IDX,IDX_DIFF,Source,Algorithm,Dimension,Stat
channel-0 landscape dim-1 max,1427,1.545917169830782,0.3591505355944402,0.15480631669219352,0.051914015186664164,1204,2741,-1537,channel-0,landscape,dim-1,max
channel-0 landscape dim-1 mean,1427,2.170957713084526,0.5145723315635442,0.20016097235700514,0.07479954165474446,525,1886,-1361,channel-0,landscape,dim-1,mean
channel-0 landscape dim-1 std,1427,1.8836019750924158,0.4431188148872185,0.1792226160491929,0.06423424685850795,816,2200,-1384,channel-0,landscape,dim-1,std
channel-0 landscape dim-1 sum,1427,2.1709577130845257,0.5145723315635441,0.20016097235700514,0.07479954165474446,527,1887,-1360,channel-0,landscape,dim-1,sum
channel-0 landscape dim-1 norm-1,1427,2.1709577130845257,0.5145723315635441,0.20016097235700514,0.07479954165474446,528,1888,-1360,channel-0,landscape,dim-1,norm-1
channel-0 landscape dim-1 norm-2,1427,1.9066737391701614,0.44885581074747416,0.18187631139912197,0.0655732762101549,788,2164,-1376,channel-0,landscape,dim-1,norm-2
channel-0 landscape dim-2 max,1242,0.6207778750051622,0.12910656120698055,0.12034472419604185,0.03452502445037757,3420,3499,-79,channel-0,landscape,dim-2,max
channel-0 landscape dim-2 mean,1242,0.5029147267334493,0.09979885888161998,0.1559812664246622,0.05250688361013535,3715,2717,998,channel-0,landscape,dim-2,mean
channel-0 landscape dim-2 std,1242,0.3994233249103573,0.07406481696655769,0.12473425881329152,0.03673994173269665,3926,3415,511,channel-0,landscape,dim-2,std
channel-0 landscape dim-2 sum,1242,0.5029147267334477,0.09979885888161959,0.1559812664246622,0.05250688361013535,3718,2720,998,channel-0,landscape,dim-2,sum
channel-0 landscape dim-2 norm-1,1242,0.5029147267334477,0.09979885888161959,0.1559812664246622,0.05250688361013535,3717,2719,998,channel-0,landscape,dim-2,norm-1
channel-0 landscape dim-2 norm-2,1242,0.6259027538364716,0.1303809071365098,0.12157304444859825,0.035144823129016164,3412,3475,-63,channel-0,landscape,dim-2,norm-2
channel-0 silhouette-1 dim-1 max,1427,2.049743275852648,0.4844313019370634,0.16893546442211108,0.059043448308902985,648,2435,-1787,channel-0,silhouette-1,dim-1,max
channel-0 silhouette-1 dim-1 mean,1427,2.5124640127618165,0.5994908588550768,0.2498009854397814,0.09984741858445786,224,1350,-1126,channel-0,silhouette-1,dim-1,mean
channel-0 silhouette-1 dim-1 std,1427,2.293826931467909,0.5451248369915207,0.22300795263234927,0.08632790989264427,408,1570,-1162,channel-0,silhouette-1,dim-1,std
channel-0 silhouette-1 dim-1 sum,1427,2.5124640127618165,0.5994908588550768,0.2498009854397814,0.09984741858445786,225,1349,-1124,channel-0,silhouette-1,dim-1,sum
channel-0 silhouette-1 dim-1 norm-1,1427,2.5124640127618165,0.5994908588550768,0.2498009854397814,0.09984741858445786,227,1352,-1125,channel-0,silhouette-1,dim-1,norm-1
channel-0 silhouette-1 dim-1 norm-2,1427,2.3101956081524992,0.5491950515646636,0.22511051966856604,0.08738884515613443,392,1554,-1162,channel-0,silhouette-1,dim-1,norm-2
channel-0 silhouette-1 dim-2 max,1242,0.8476369367647882,0.18551705040021216,0.09681326931837272,0.022651276859495684,2717,3920,-1203,channel-0,silhouette-1,dim-2,max
channel-0 silhouette-1 dim-2 mean,1242,0.6079157395529918,0.12590827876986407,0.07843348594615972,0.013377013552306489,3464,4055,-591,channel-0,silhouette-1,dim-2,mean
channel-0 silhouette-1 dim-2 std,1242,0.8341808542901823,0.1821710778429366,0.06812415864668181,0.00817502537001379,2766,4137,-1371,channel-0,silhouette-1,dim-2,std
channel-0 silhouette-1 dim-2 sum,1242,0.6079157395529907,0.1259082787698638,0.07843348594615972,0.013377013552306489,3465,4056,-591,channel-0,silhouette-1,dim-2,sum
channel-0 silhouette-1 dim-2 norm-1,1242,0.6079157395529907,0.1259082787698638,0.07843348594615972,0.013377013552306489,3466,4054,-588,channel-0,silhouette-1,dim-2,norm-1
channel-0 silhouette-1 dim-2 norm-2,1242,0.8338794149160856,0.18209612230700606,0.06823321616544628,0.00823005475334045,2768,4135,-1367,channel-0,silhouette-1,dim-2,norm-2
channel-0 silhouette-2 dim-1 max,1427,2.034586808276715,0.48066251375744173,0.18519568165768796,0.0672481987687382,662,2119,-1457,channel-0,silhouette-2,dim-1,max
channel-0 silhouette-2 dim-1 mean,1427,2.5103116826511442,0.5989556631546865,0.2103065179467562,0.07991888714913667,234,1738,-1504,channel-0,silhouette-2,dim-1,mean
channel-0 silhouette-2 dim-1 std,1427,2.28247250405308,0.5423014593401655,0.2013321218649039,0.07539049252115995,417,1860,-1443,channel-0,silhouette-2,dim-1,std
channel-0 silhouette-2 dim-1 sum,1427,2.5103116826511442,0.5989556631546865,0.2103065179467562,0.07991888714913667,235,1737,-1502,channel-0,silhouette-2,dim-1,sum
channel-0 silhouette-2 dim-1 norm-1,1427,2.5103116826511442,0.5989556631546865,0.2103065179467562,0.07991888714913667,233,1739,-1506,channel-0,silhouette-2,dim-1,norm-1
channel-0 silhouette-2 dim-1 norm-2,1427,2.298495521139282,0.546285722631979,0.20236299222806592,0.07591065986970423,402,1843,-1441,channel-0,silhouette-2,dim-1,norm-2
channel-0 silhouette-2 dim-2 max,1242,0.9840616380615693,0.21944024517365338,0.09044221181662776,0.01943650203762511,2307,3988,-1681,channel-0,silhouette-2,dim-2,max
channel-0 silhouette-2 dim-2 mean,1242,1.0427541386333965,0.23403464860435658,0.07477127996853479,0.011529099361271802,2155,4095,-1940,channel-0,silhouette-2,dim-2,mean
channel-0 silhouette-2 dim-2 std,1242,0.9772741071686223,0.21775246627200642,0.08220352938596133,0.015279341497755585,2329,4036,-1707,channel-0,silhouette-2,dim-2,std
channel-0 silhouette-2 dim-2 sum,1242,1.0427541386334014,0.2340346486043578,0.07477127996853479,0.011529099361271802,2153,4097,-1944,channel-0,silhouette-2,dim-2,sum
channel-0 silhouette-2 dim-2 norm-1,1242,1.0427541386334014,0.2340346486043578,0.07477127996853479,0.011529099361271802,2152,4098,-1946,channel-0,silhouette-2,dim-2,norm-1
channel-0 silhouette-2 dim-2 norm-2,1242,0.8901304512589496,0.19608343431083244,0.08117875081507289,0.014762248009463828,2573,4049,-1476,channel-0,silhouette-2,dim-2,norm-2
channel-0 entropy dim-1,1427,0.4417732789834122,0.08459550332328439,0.2608405977799,0.10541790162977718,3842,1269,2573,channel-0,entropy,dim-1,
channel-0 entropy dim-2,1427,0.4567934581467877,0.08833040219751923,0.28622539558451976,0.11822682837674439,3813,1107,2706,channel-0,entropy,dim-2,
channel-0 amplitude-bottleneck dim-1,1427,1.069363006565529,0.24065117626380766,0.18195223959030848,0.06561158885091034,2081,2161,-80,channel-0,amplitude-bottleneck,dim-1,
channel-0 amplitude-bottleneck dim-2,1426,0.45111276475500994,0.08691784811790092,0.13126364218319456,0.04003460627687251,3822,3277,545,channel-0,amplitude-bottleneck,dim-2,
channel-0 amplitude-bottleneck norm-1,1426,1.0300334774122546,0.23087154497173062,0.19569461214744266,0.07254585891162475,2199,1980,219,channel-0,amplitude-bottleneck,norm-1,
channel-0 amplitude-bottleneck norm-2,1427,1.555775086759692,0.3616017928290984,0.18547633527569307,0.06738981390634802,1190,2113,-923,channel-0,amplitude-bottleneck,norm-2,
channel-0 amplitude-wasserstein-1 dim-1,1427,0.5258719660873418,0.10550737716797064,0.26661502626591127,0.10833162314342495,3662,1236,2426,channel-0,amplitude-wasserstein-1,dim-1,
channel-0 amplitude-wasserstein-1 dim-2,1427,0.8179136469886177,0.17812609451905564,0.31925443508762935,0.1348929665423603,2830,945,1885,channel-0,amplitude-wasserstein-1,dim-2,
channel-0 amplitude-wasserstein-1 norm-1,1427,0.8312654482752379,0.18144613664718148,0.2593791058733159,0.10468044675947233,2782,1281,1501,channel-0,amplitude-wasserstein-1,norm-1,
channel-0 amplitude-wasserstein-1 norm-2,1427,0.8064268384620054,0.17526979914681362,0.2673794105155028,0.10871732414190882,2858,1227,1631,channel-0,amplitude-wasserstein-1,norm-2,
channel-0 amplitude-wasserstein-2 dim-1,1427,0.7655372231240536,0.16510223878468472,0.21198721128760467,0.08076694897152101,3010,1706,1304,channel-0,amplitude-wasserstein-2,dim-1,
channel-0 amplitude-wasserstein-2 dim-2,1427,0.5408216257840133,0.10922474076023982,0.20810960017788277,0.07881034340625569,3621,1769,1852,channel-0,amplitude-wasserstein-2,dim-2,
channel-0 amplitude-wasserstein-2 norm-1,1427,0.8342368622428673,0.18218500471006355,0.23413402631358038,0.09194202050566296,2765,1477,1288,channel-0,amplitude-wasserstein-2,norm-1,
