Feature,IV,IVs
channel-0 landscape dim-1 max,0.15480631669219352,"[0.033868954587832595, 0.0366035751375043, 0.12788064060878046, 0.06831045642811952, 0.07646886267784683, 0.169760666103878, 0.2053950240921686, 0.520162353901418]"
channel-0 landscape dim-1 mean,0.20016097235700514,"[0.034866905240640005, 0.0976000160227331, 0.10417185013217148, 0.067713917204123, 0.20193157731238137, 0.1296258610249225, 0.2792974248762583, 0.6860802270428115]"
channel-0 landscape dim-1 std,0.1792226160491929,"[0.047739293938491675, 0.042965881149596354, 0.12135090745821962, 0.11241960597575269, 0.15814521247568605, 0.23246910185916098, 0.12892408287512813, 0.5897668426615077]"
channel-0 landscape dim-1 sum,0.20016097235700514,"[0.034866905240640005, 0.0976000160227331, 0.10417185013217148, 0.067713917204123, 0.20193157731238137, 0.1296258610249225, 0.2792974248762583, 0.6860802270428115]"
channel-0 landscape dim-1 norm-1,0.20016097235700514,"[0.034866905240640005, 0.0976000160227331, 0.10417185013217148, 0.067713917204123, 0.20193157731238137, 0.1296258610249225, 0.2792974248762583, 0.6860802270428115]"
channel-0 landscape dim-1 norm-2,0.18187631139912197,"[0.04707315539235027, 0.042965881149596354, 0.11316094330902991, 0.1309865115346039, 0.15835429542146814, 0.22216199160976002, 0.12924607604399876, 0.6110616367321684]"
channel-0 landscape dim-2 max,0.12034472419604185,"[0.033186460612047476, 0.06067392086596833, 0.07345877912905549, 0.08781350650097718, 0.1149587798699781, 0.19118496414266445, 0.31103203812434194, 0.09044934432330184]"
channel-0 landscape dim-2 mean,0.1559812664246622,"[0.037133564068873824, 0.049848010700383805, 0.10925284594539433, 0.10221170544322335, 0.21615349899851502, 0.33405215149667583, 0.3216282506578998, 0.07757010408633158]"
channel-0 landscape dim-2 std,0.12473425881329152,"[0.03240753871484637, 0.05358548053765344, 0.08211286544041045, 0.07829998505136342, 0.12227991200699934, 0.16232690275988618, 0.416324184059776, 0.05053720193539692]"
channel-0 landscape dim-2 sum,0.1559812664246622,"[0.037133564068873824, 0.049848010700383805, 0.10925284594539433, 0.10221170544322335, 0.21615349899851502, 0.33405215149667583, 0.3216282506578998, 0.07757010408633158]"
channel-0 landscape dim-2 norm-1,0.1559812664246622,"[0.037133564068873824, 0.049848010700383805, 0.10925284594539433, 0.10221170544322335, 0.21615349899851502, 0.33405215149667583, 0.3216282506578998, 0.07757010408633158]"
channel-0 landscape dim-2 norm-2,0.12157304444859825,"[0.030665640675900142, 0.05339062795255406, 0.0767266580393661, 0.07829998505136342, 0.10431315511454314, 0.16232690275988618, 0.416324184059776, 0.05053720193539692]"
channel-0 silhouette-1 dim-1 max,0.16893546442211108,"[0.007606119805897263, 0.04735557953952664, 0.18764441936080878, 0.06268774186280199, 0.06481636907842676, 0.14691409287526708, 0.4013752417393304, 0.43308415111482945]"
channel-0 silhouette-1 dim-1 mean,0.2498009854397814,"[0.021927502170793065, 0.07899178298794733, 0.22305701732160876, 0.1866884473944075, 0.17886162324587412, 0.2169255898943129, 0.38914752826452365, 0.7028083922387838]"
channel-0 silhouette-1 dim-1 std,0.22300795263234927,"[0.02478501803029903, 0.07151950196163713, 0.20548942567763512, 0.10649237362114314, 0.054174685676960696, 0.16944430671595434, 0.5385198646607452, 0.6136384447144193]"
channel-0 silhouette-1 dim-1 sum,0.2498009854397814,"[0.021927502170793065, 0.07899178298794733, 0.22305701732160876, 0.1866884473944075, 0.17886162324587412, 0.2169255898943129, 0.38914752826452365, 0.7028083922387838]"
