,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 93.5)","(94.5, 219.5)","(220.5, 302.5)","(303.5, 694.5)","(695.5, 768.5)","(769.5, 919.5)","(920.5, 1059.5)","(1060.5, 1156.5)","(1161.5, 1238.5)","(1239.5, 1304.5)"
"Time length, sec",85.0,125.0,82.0,391.0,73.0,150.0,139.0,96.0,77.0,65.0
Number of epochs,80,115,73,347,67,140,127,91,77,63
