,St_len_min,K_nb_max,N_cl_max,Cl_cen,Len_min,St_edges,N_stages,Longest_stage,Shortest_stage,Avg_stage_length,Ward_dist,Cen_dist,Silh,Cal-Har,Dav-Bold,Avg-Silh,Avg-Cal-Har,Avg-Dav-Bold
0,20,35,20,Mode,40,[   0   86  199  253  684  829  885  949 1058 1117 1180],10,431,54,118.0,38057.69441947264,28.014086573307058,0.02218634265737318,100.52532602964015,3.805564424622665,0.2133617805267618,60.10750561556428,1.7503829075692816
