,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 119.5)","(120.5, 178.5)","(180.5, 305.5)","(306.5, 463.5)","(464.5, 643.5)","(644.5, 708.5)","(709.5, 843.5)","(844.5, 1026.5)","(1027.5, 1112.5)","(1113.5, 1304.5)"
"Time length, sec",111.0,58.0,125.0,157.0,179.0,64.0,134.0,182.0,85.0,191.0
Number of epochs,106,53,112,139,159,58,124,168,80,181
