,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 99.5)","(100.5, 219.5)","(220.5, 285.5)","(286.5, 763.5)","(765.5, 941.5)","(942.5, 992.5)","(993.5, 1054.5)","(1055.5, 1154.5)","(1155.5, 1239.5)","(1240.5, 1304.5)"
"Time length, sec",91.0,119.0,65.0,477.0,176.0,50.0,61.0,99.0,84.0,64.0
Number of epochs,86,109,56,427,165,45,58,92,80,62
