,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 83.5)","(84.3, 177.1)","(177.9, 253.9)","(254.7, 393.1)","(393.9, 505.1)","(505.9, 553.1)","(555.5, 694.7)","(695.5, 840.3)","(841.1, 938.7)"
"Time length, sec",73.6,92.8,76.0,138.40000000000003,111.20000000000005,47.200000000000045,139.20000000000005,144.79999999999995,97.60000000000002
Number of epochs,85,101,85,153,128,54,162,164,114
