name,unique_values,score,normalized_score,IV,normalized_iv,QSDA_IDX,IV_IDX,IDX_DIFF,Source,Algorithm,Dimension,Stat
channel-0 betti dim-1 max,31,0.0,0.0,0.2361875125331274,0.0928950616024808,19126,5403,13723,channel-0,betti,dim-1,max
channel-0 betti dim-1 mean,1,0.0,0.0,0.0,0.0,15513,19058,-3545,channel-0,betti,dim-1,mean
channel-0 betti dim-1 std,376,0.6224088993364962,0.1570149066082299,0.3467948523756061,0.1363981051722057,8396,4170,4226,channel-0,betti,dim-1,std
channel-0 betti dim-1 sum,1,0.0,0.0,0.0,0.0,12710,17678,-4968,channel-0,betti,dim-1,sum
channel-0 betti dim-1 percentile-25,1,0.0,0.0,0.0,0.0,12709,17633,-4924,channel-0,betti,dim-1,percentile-25
channel-0 betti dim-1 median,1,0.0,0.0,0.0,0.0,12702,17621,-4919,channel-0,betti,dim-1,median
channel-0 betti dim-1 percentile-75,1,0.0,0.0,0.0,0.0,12701,17620,-4919,channel-0,betti,dim-1,percentile-75
channel-0 betti dim-1 kurtosis,1036,0.4408476470710424,0.1202302899150208,0.1394208152702358,0.05483569001718534,9809,8890,919,channel-0,betti,dim-1,kurtosis
channel-0 betti dim-1 skew,1028,0.1595678500040362,0.0632425274406474,0.1228860808049466,0.048332403030248355,11686,9767,1919,channel-0,betti,dim-1,skew
channel-0 betti dim-1 norm-1,37,0.0,0.0,0.4291002694925352,0.16876970141492673,12700,3579,9121,channel-0,betti,dim-1,norm-1
channel-0 betti dim-1 norm-2,376,0.6224088993364961,0.1570149066082299,0.3467948523756061,0.1363981051722057,8397,4169,4228,channel-0,betti,dim-1,norm-2
channel-0 betti dim-2 max,8,0.0,0.0,0.1499759076922338,0.058987120167938355,12699,8303,4396,channel-0,betti,dim-2,max
channel-0 betti dim-2 mean,1,0.0,0.0,0.0,0.0,12698,17650,-4952,channel-0,betti,dim-2,mean
channel-0 betti dim-2 std,39,0.0,0.0,0.217803274753373,0.08566434528412589,12704,5799,6905,channel-0,betti,dim-2,std
channel-0 betti dim-2 sum,1,0.0,0.0,0.0,0.0,12713,17686,-4973,channel-0,betti,dim-2,sum
channel-0 betti dim-2 percentile-25,1,0.0,0.0,0.0,0.0,12724,17895,-5171,channel-0,betti,dim-2,percentile-25
channel-0 betti dim-2 median,1,0.0,0.0,0.0,0.0,12731,17901,-5170,channel-0,betti,dim-2,median
channel-0 betti dim-2 percentile-75,1,0.0,0.0,0.0,0.0,12730,17898,-5168,channel-0,betti,dim-2,percentile-75
channel-0 betti dim-2 kurtosis,100,0.0,0.0,0.1693187226873138,0.06659485510388813,12729,7332,5397,channel-0,betti,dim-2,kurtosis
channel-0 betti dim-2 skew,110,0.0,0.0,0.0964437376478749,0.037932348132572145,12728,10799,1929,channel-0,betti,dim-2,skew
channel-0 betti dim-2 norm-1,14,0.0,0.0,0.1530568651793405,0.060198893527545,12726,8144,4582,channel-0,betti,dim-2,norm-1
channel-0 betti dim-2 norm-2,39,0.0,0.0,0.217803274753373,0.08566434528412589,12715,5798,6917,channel-0,betti,dim-2,norm-2
channel-0 landscape dim-1 max,1046,2.0485833419512147,0.4459602600613549,0.5046486591342144,0.19848368686006182,1038,2795,-1757,channel-0,landscape,dim-1,max
channel-0 landscape dim-1 mean,1046,2.4578664251270856,0.5288817047296667,0.4983261880464544,0.19599699171314972,412,2861,-2449,channel-0,landscape,dim-1,mean
channel-0 landscape dim-1 std,1046,2.2358986421156826,0.4839106565878631,0.5241047753300911,0.20613598436375602,726,2609,-1883,channel-0,landscape,dim-1,std
channel-0 landscape dim-1 sum,1046,2.4578664251270856,0.5288817047296667,0.4983261880464544,0.19599699171314972,414,2860,-2446,channel-0,landscape,dim-1,sum
channel-0 landscape dim-1 percentile-25,1,0.0,0.0,0.0,0.0,12722,17892,-5170,channel-0,landscape,dim-1,percentile-25
channel-0 landscape dim-1 median,1,0.0,0.0,0.0,0.0,12721,17884,-5163,channel-0,landscape,dim-1,median
channel-0 landscape dim-1 percentile-75,42,0.0,0.0,0.0,0.0,12720,17863,-5143,channel-0,landscape,dim-1,percentile-75
channel-0 landscape dim-1 kurtosis,1046,1.3095160662663383,0.2962239803907652,0.3682421578029473,0.14483355858594466,4003,4011,-8,channel-0,landscape,dim-1,kurtosis
channel-0 landscape dim-1 skew,1046,1.2943481158367145,0.2931509279877142,0.3766673447613257,0.14814727425667135,4078,3953,125,channel-0,landscape,dim-1,skew
channel-0 landscape dim-1 norm-1,1046,2.4578664251270856,0.5288817047296667,0.4983261880464544,0.19599699171314972,413,2863,-2450,channel-0,landscape,dim-1,norm-1
channel-0 landscape dim-1 norm-2,1046,2.281222359224244,0.493093318307514,0.5162252495684602,0.20303688304728665,667,2688,-2021,channel-0,landscape,dim-1,norm-2
channel-0 landscape dim-2 max,1026,1.1183805035884415,0.2574995922197268,0.1790651148496219,0.0704282148383176,5098,6948,-1850,channel-0,landscape,dim-2,max
channel-0 landscape dim-2 mean,1026,1.49672936365884,0.3341537109832065,0.1892526193059563,0.07443506873121337,2955,6576,-3621,channel-0,landscape,dim-2,mean
channel-0 landscape dim-2 std,1026,1.2904461234244315,0.292360377727487,0.1782327494927534,0.07010083668748829,4100,6976,-2876,channel-0,landscape,dim-2,std
channel-0 landscape dim-2 sum,1026,1.49672936365884,0.3341537109832066,0.1892526193059563,0.07443506873121337,2953,6577,-3624,channel-0,landscape,dim-2,sum
channel-0 landscape dim-2 percentile-25,1,0.0,0.0,0.0,0.0,12674,17754,-5080,channel-0,landscape,dim-2,percentile-25
channel-0 landscape dim-2 median,1,0.0,0.0,0.0,0.0,12692,17739,-5047,channel-0,landscape,dim-2,median
channel-0 landscape dim-2 percentile-75,1,0.0,0.0,0.0,0.0,12671,17714,-5043,channel-0,landscape,dim-2,percentile-75
channel-0 landscape dim-2 kurtosis,973,0.5718383685296307,0.1467692315619765,0.1327656659375828,0.05221814897701795,8775,9250,-475,channel-0,landscape,dim-2,kurtosis
channel-0 landscape dim-2 skew,966,0.5571755499243021,0.1437985197206059,0.1532814982396594,0.06028724410015772,8894,8136,758,channel-0,landscape,dim-2,skew
