Source,unique_values,score,normalized_score,IV,normalized_iv,QSDA_IDX,IV_IDX,IDX_DIFF
dissim,393.95529801324506,0.3479635536470771,0.08531229390546237,0.07235189115877835,0.028456768582581154,11823.186626195733,12417.384933774834,-594.1983075791023
channel-23,819.3857142857142,0.8751269441747492,0.2021804561672687,0.1962869892130597,0.07720176125803925,7913.057142857143,7682.847619047619,230.2095238095238
channel-19,811.2380952380952,0.8606373258311231,0.1992448349917664,0.2439807870084317,0.09596023937036506,7822.066666666667,7145.114285714286,676.952380952381
channel-27,821.2523809523809,0.898100044122842,0.2068348450597282,0.27240986249603666,0.10714169723153046,7648.557142857143,6886.9047619047615,761.652380952381
channel-22,821.1428571428571,0.9459695793294884,0.21653329383052697,0.2839269217880763,0.11167147918714249,7352.166666666667,6707.433333333333,644.7333333333333
channel-4,819.3619047619047,0.8933724701134167,0.2058770305720245,0.28421007429426937,0.11178284608043668,7000.004761904762,7104.3190476190475,-104.31428571428572
channel-2,832.2666666666667,1.1295532925694065,0.2537276645367447,0.29693575579740955,0.1167879920108421,5818.495238095238,6634.609523809524,-816.1142857142858
channel-20,814.9761904761905,0.7781146796563811,0.1825256073472632,0.2983457523545466,0.11734255865845925,8100.885714285714,6592.72380952381,1508.1619047619047
channel-5,820.5142857142857,0.8712411629451569,0.20139319032006447,0.3049552545388212,0.1199421461895054,7649.880952380952,6363.0952380952385,1286.7857142857142
channel-3,829.8952380952381,1.0406443131760006,0.23571455498411167,0.3182455747494571,0.12516937053105712,6381.9047619047615,6309.557142857143,72.34761904761905
channel-0,826.5809523809523,1.2881774227514264,0.28586518151370555,0.319454112388923,0.12564470124292682,5206.914285714286,6370.866666666667,-1163.952380952381
channel-36,817.9571428571429,0.8616433757250519,0.1994486624013081,0.32378557592920165,0.12734831193803775,7710.728571428572,6498.771428571428,1211.9571428571428
channel-37,818.6904761904761,0.8853548901337566,0.20425265531200068,0.32432282467061596,0.127559617584108,7608.471428571429,6643.2095238095235,965.2619047619048
channel-18,810.5619047619048,0.8131747690090644,0.18962884072980524,0.32524161040419164,0.1279209857885681,8006.804761904762,6105.428571428572,1901.3761904761905
channel-14,817.3380952380952,0.87467651751568,0.20208919896455874,0.3260123884395071,0.12822414099057067,7715.57619047619,6314.323809523809,1401.252380952381
channel-9,821.7571428571429,1.2735814954709685,0.2829080219678538,0.3266699656962912,0.12848277312197423,5936.890476190476,6172.566666666667,-235.67619047619047
channel-35,825.2142857142857,1.0766468313211812,0.2430087260334747,0.3293347195257808,0.1295308491548304,6645.952380952381,6361.476190476191,284.4761904761905
channel-10,823.9333333333333,0.919798733148838,0.21123103614459376,0.3327856800710566,0.13088814865387213,7395.6238095238095,6129.5952380952385,1266.0285714285715
channel-15,820.9571428571429,0.9650551349053348,0.22040005966009946,0.3475249899333464,0.13668527604198252,7267.023809523809,5937.771428571428,1329.252380952381
channel-13,814.5333333333333,1.1953360784095854,0.26705536817366693,0.34759902848998236,0.1367143961940426,6197.57619047619,5882.271428571428,315.3047619047619
channel-21,812.1476190476191,1.2813786868506807,0.28448774612489447,0.3510801063226382,0.13808354114264457,5820.052380952381,5806.438095238095,13.614285714285714
channel-1,827.6380952380953,1.2918769161077288,0.28661470512280524,0.357865385926372,0.14075226380295247,5250.452380952381,5813.780952380952,-563.3285714285714
overall,742.4810996563574,1.0087328180704107,0.2288045710155579,0.36605236641289185,0.1439722903338932,6295.893470790378,5803.670103092783,492.2233676975945
channel-8,824.6571428571428,0.9622037892576802,0.21982237221082215,0.3681939230912795,0.14481458736065123,7510.233333333334,5755.590476190476,1754.642857142857
channel-28,817.6,0.9907924135498695,0.22561447583013852,0.37394053666466465,0.14707479162030865,6979.533333333334,6159.4047619047615,820.1285714285714
channel-31,812.5809523809523,1.1343823123731454,0.2547060321139012,0.37797745623363027,0.14866255503769388,6267.557142857143,5958.27619047619,309.2809523809524
channel-32,819.2238095238096,0.9807399841295266,0.22357783663290376,0.3791076665635465,0.14910707878535223,7100.395238095238,5728.347619047619,1372.047619047619
channel-34,828.552380952381,0.9473630093731213,0.21681560511338205,0.3819147539790253,0.15021113613193984,7367.971428571429,6094.695238095238,1273.2761904761905
channel-33,828.5619047619048,1.0121617426495135,0.22994393803704252,0.39064939134666055,0.15364656194103293,6957.704761904762,5836.938095238095,1120.7666666666667
channel-24,807.1190476190476,1.5560732497153869,0.3401413290155511,0.397855463597536,0.156480786826496,5194.042857142857,5790.566666666667,-596.5238095238095
channel-26,807.047619047619,1.3734473618589453,0.3031410153515193,0.4047119874063203,0.15917753059065481,5491.57619047619,5591.204761904762,-99.62857142857143
channel-17,817.3190476190476,0.8885461683224469,0.20489921366885067,0.4123610471012832,0.1621859871510539,7441.080952380952,5313.719047619048,2127.361904761905
channel-30,808.652380952381,1.562466054514753,0.3414365220768733,0.47967956260624944,0.1886630755362592,5076.714285714285,5239.1,-162.38571428571427
channel-29,811.7380952380952,1.3586314623533373,0.30013928906092247,0.4863274300471042,0.19127775253090645,5581.857142857143,5489.152380952381,92.70476190476191
channel-16,819.8190476190476,0.9742527186642931,0.22226350568096245,0.534997339849157,0.21042014588082894,7159.733333333334,4669.409523809524,2490.3238095238094
channel-25,817.6333333333333,1.6445837960081897,0.35807371534833027,0.5378644102189238,0.21154779516152827,4717.152380952381,4941.814285714286,-224.66190476190476
channel-7,828.7238095238096,1.4736117036379446,0.3237288976038985,0.8049933793178977,0.3166124608337909,5609.257142857143,3339.3238095238094,2269.9333333333334
channel-11,821.6238095238095,1.391409671104394,0.30678020957536545,0.8334508474072659,0.32780508580731366,5345.033333333334,3731.7714285714287,1613.2619047619048
channel-6,825.3904761904762,1.1600375283510957,0.260198239498768,0.9262024668776597,0.36428528457829484,6553.480952380953,3212.6,3340.8809523809523
channel-12,817.7761904761904,1.5205915311841036,0.3332470900983625,0.9692778133787423,0.3812272766584435,4926.190476190476,3333.1666666666665,1593.0238095238096
