Dimension,unique_values,score,normalized_score,IV,normalized_iv,QSDA_IDX,IV_IDX,IDX_DIFF
dim-5,21.64351851851852,0.0,0.0,0.004656147350138823,0.0018313122920108112,15386.701131687243,16541.90740740741,-1155.2062757201645
dim-4,84.61779835390946,0.029855179394176666,0.006796111639241519,0.02715259463599588,0.010679404361076228,15179.573559670782,14410.286522633745,769.2870370370371
dim-3,243.3506172839506,0.6170939576238262,0.14464119151134047,0.052781885408157383,0.020759677105275195,9584.252345679013,13025.357037037036,-3441.104691358025
dim-2,631.681755829904,0.7114255330836041,0.16573873013988327,0.19838257937870016,0.07802597916627192,9177.667450519302,9269.431314912796,-91.76386439349402
dim-1,789.7495590828925,0.8845648143645307,0.2031190691510628,0.3277200108189903,0.12889576704071432,7914.475994513032,6906.669214187733,1007.8067803252989
all,1037.4920634920634,1.0604087223642351,0.24575441132486703,0.4429211297821668,0.17420559281424247,6111.539682539683,4814.291486291486,1297.2481962481963
norm-1,1006.0708180708181,1.1865448753124286,0.27130980918349995,0.4232451137233392,0.16646680635481936,5394.186813186813,4600.344322344323,793.8424908424909
norm-2,1006.072039072039,1.2121616250790248,0.2764998059990782,0.4261100007786994,0.1675935969147331,5248.114774114774,4520.6984126984125,727.4163614163614
