Feature,IV,IVs
channel-0 landscape dim-1 max,0.20719799905561984,"[0.10707058361224836, 0.140094693561091, 0.1013798914987735, 0.3286148417543615, 0.04614447936514655, 0.13627508224520868, 0.20965374070479093, 0.4246550972674858, 0.4339699787768812, 0.1951571245407233, 0.15616247628510735]"
channel-0 landscape dim-1 mean,0.3284210452667885,"[0.18504121310361266, 0.12762615012796485, 0.11879248997159503, 0.4034205593223188, 0.07819115588560424, 0.3466565294102453, 0.2986059549758901, 1.011300788084595, 0.72619507570529, 0.1908354124847236, 0.12596616886283415]"
channel-0 landscape dim-1 std,0.27685202606355824,"[0.13867979730114446, 0.12066787538355783, 0.10948231650139004, 0.4103135430836364, 0.10777718456613304, 0.29314419599766883, 0.43496068737101135, 0.7237956139114167, 0.47695846681353093, 0.13767942720126133, 0.09191317856838956]"
channel-0 landscape dim-1 sum,0.3284210452667885,"[0.18504121310361266, 0.12762615012796485, 0.11879248997159503, 0.4034205593223188, 0.07819115588560424, 0.3466565294102453, 0.2986059549758901, 1.011300788084595, 0.72619507570529, 0.1908354124847236, 0.12596616886283415]"
channel-0 landscape dim-1 norm-1,0.3284210452667885,"[0.18504121310361266, 0.12762615012796485, 0.11879248997159503, 0.4034205593223188, 0.07819115588560424, 0.3466565294102453, 0.2986059549758901, 1.011300788084595, 0.72619507570529, 0.1908354124847236, 0.12596616886283415]"
channel-0 landscape dim-1 norm-2,0.2851223411122739,"[0.12818560089212375, 0.12621959669775554, 0.12446305809436155, 0.4103135430836364, 0.136014923998, 0.24881995871575013, 0.38616510312922897, 0.8321638390689646, 0.5082903763016199, 0.15353782942466376, 0.0821719228289086]"
channel-0 landscape dim-2 max,0.8720448136246545,"[1.448488056837994, 1.4955038489203702, 1.103474827706602, 0.25714391166010064, 0.36050634268988135, 0.5000528181092201, 1.2813515683765442, 1.1168719235960514, 1.294408061252146, 0.5115548091511607, 0.22313678157112732]"
channel-0 landscape dim-2 mean,1.1862553444527808,"[1.7109118241495072, 2.0211239525629443, 1.8410396170466288, 0.3205605913789326, 0.6676850621195407, 0.7706421821954256, 1.6241226420496686, 1.3741255223622213, 1.6535667869195896, 0.7577060352815008, 0.3073245729146287]"
channel-0 landscape dim-2 std,1.0447669524606094,"[1.5339417451725743, 1.7835154151773995, 1.521139512429528, 0.36323488211006594, 0.4995154588519191, 0.5539297157603915, 1.5025883119567656, 1.2446170809384873, 1.5494555955094216, 0.6601813001170398, 0.28031745904310923]"
channel-0 landscape dim-2 sum,1.1862553444527808,"[1.7109118241495072, 2.0211239525629443, 1.8410396170466288, 0.3205605913789326, 0.6676850621195407, 0.7706421821954256, 1.6241226420496686, 1.3741255223622213, 1.6535667869195896, 0.7577060352815008, 0.3073245729146287]"
channel-0 landscape dim-2 norm-1,1.1862553444527808,"[1.7109118241495072, 2.0211239525629443, 1.8410396170466288, 0.3205605913789326, 0.6676850621195407, 0.7706421821954256, 1.6241226420496686, 1.3741255223622213, 1.6535667869195896, 0.7577060352815008, 0.3073245729146287]"
channel-0 landscape dim-2 norm-2,1.0497948956199823,"[1.5400110591863507, 1.801751071029734, 1.528178701744026, 0.36323488211006594, 0.4995154588519191, 0.5728183165273874, 1.4984209398552615, 1.2446170809384873, 1.5494555955094216, 0.6694232870240423, 0.28031745904310923]"
channel-0 silhouette-1 dim-1 max,0.2663206566690381,"[0.4148154361208606, 0.2497793350736589, 0.15493893209802867, 0.4633068481414156, 0.04470512220098184, 0.10824136037211815, 0.3064384585462073, 0.12744943864711736, 0.4565902720357936, 0.48693517174507667, 0.11632684837816028]"
channel-0 silhouette-1 dim-1 mean,0.31367366250547324,"[0.18433031489440008, 0.22997019297908983, 0.1502052652772612, 0.41117815636605337, 0.0906745412533105, 0.2661521849262283, 0.4529862849500079, 0.6159059938018717, 0.6399112707462685, 0.3000202337173377, 0.10907584864837645]"
channel-0 silhouette-1 dim-1 std,0.30640548145558305,"[0.2471201746442604, 0.3145758390612927, 0.19182146226257846, 0.6271770828905943, 0.06265195982242884, 0.19498052878403024, 0.3343488599504313, 0.36164699060556177, 0.5919094856577638, 0.3594576735051683, 0.08477023882730364]"
channel-0 silhouette-1 dim-1 sum,0.31367366250547324,"[0.18433031489440008, 0.22997019297908983, 0.1502052652772612, 0.41117815636605337, 0.0906745412533105, 0.2661521849262283, 0.4529862849500079, 0.6159059938018717, 0.6399112707462685, 0.3000202337173377, 0.10907584864837645]"
channel-0 silhouette-1 dim-1 norm-1,0.31367366250547324,"[0.18433031489440008, 0.22997019297908983, 0.1502052652772612, 0.41117815636605337, 0.0906745412533105, 0.2661521849262283, 0.4529862849500079, 0.6159059938018717, 0.6399112707462685, 0.3000202337173377, 0.10907584864837645]"
channel-0 silhouette-1 dim-1 norm-2,0.3273674796661902,"[0.2764316547883699, 0.32779124662339604, 0.17581068917458786, 0.6991269141209192, 0.05660771083523456, 0.19498052878403024, 0.3127238582997381, 0.49608586373079416, 0.5682721668523792, 0.36793761677063763, 0.1252740263480046]"
channel-0 silhouette-1 dim-2 max,0.42246511569221873,"[0.5588022131180121, 0.5819597223827482, 0.44888490381412466, 0.2426708094726353, 0.06590168963216322, 0.329666051944828, 0.6720414971244356, 0.6151459756772879, 0.7722604681952889, 0.20807327512279505, 0.15170966613008777]"
channel-0 silhouette-1 dim-2 mean,0.8232639447901628,"[1.0410725398871459, 1.2770007840293829, 0.9495200986132005, 0.3993460184224853, 0.26819018950472573, 0.623782504949121, 1.3945775893548404, 1.1479534287637083, 1.2725884748561085, 0.47835700790430274, 0.2035147564067709]"
channel-0 silhouette-1 dim-2 std,0.5741856597738878,"[0.8063697503392894, 0.7770725561554979, 0.6282693278168752, 0.4555794257420406, 0.14986231086906288, 0.35212155844615334, 0.8869705312538542, 0.8502177991500237, 0.8946781694941299, 0.3321174674771951, 0.182783360768643]"
channel-0 silhouette-1 dim-2 sum,0.8232639447901628,"[1.0410725398871459, 1.2770007840293829, 0.9495200986132005, 0.3993460184224853, 0.26819018950472573, 0.623782504949121, 1.3945775893548404, 1.1479534287637083, 1.2725884748561085, 0.47835700790430274, 0.2035147564067709]"
channel-0 silhouette-1 dim-2 norm-1,0.8232639447901628,"[1.0410725398871459, 1.2770007840293829, 0.9495200986132005, 0.3993460184224853, 0.26819018950472573, 0.623782504949121, 1.3945775893548404, 1.1479534287637083, 1.2725884748561085, 0.47835700790430274, 0.2035147564067709]"
