name,unique_values,score,normalized_score,IV,normalized_iv,QSDA_IDX,IV_IDX,IDX_DIFF,Source,Algorithm,Dimension,Stat
channel-0 landscape dim-1 max,1264,0.719059643608339,0.1691778923900983,0.20719799905561984,0.06326242478338082,2750,2924,-174,channel-0,landscape,dim-1,max
channel-0 landscape dim-1 mean,1264,0.9699703004431186,0.2341493769641304,0.3284210452667885,0.1262748686154509,2007,1698,309,channel-0,landscape,dim-1,mean
channel-0 landscape dim-1 std,1264,0.8402229771168536,0.2005522538990654,0.27685202606355824,0.09946899277268476,2425,2110,315,channel-0,landscape,dim-1,std
channel-0 landscape dim-1 sum,1264,0.9699703004431186,0.2341493769641304,0.3284210452667885,0.1262748686154509,2010,1701,309,channel-0,landscape,dim-1,sum
channel-0 landscape dim-1 norm-1,1264,0.9699703004431186,0.2341493769641304,0.3284210452667885,0.1262748686154509,2008,1699,309,channel-0,landscape,dim-1,norm-1
channel-0 landscape dim-1 norm-2,1264,0.8668440995703475,0.2074455993976168,0.2851223411122739,0.10376795059274246,2353,2029,324,channel-0,landscape,dim-1,norm-2
channel-0 landscape dim-2 max,1251,1.545097931713027,0.3830744823962123,0.8720448136246545,0.4088536623355534,878,345,533,channel-0,landscape,dim-2,max
channel-0 landscape dim-2 mean,1251,2.176380733555648,0.5465405596811543,1.1862553444527808,0.5721821220969289,243,180,63,channel-0,landscape,dim-2,mean
channel-0 landscape dim-2 std,1251,1.3631850368729514,0.3359694650565056,1.0447669524606094,0.49863563376858006,1160,238,922,channel-0,landscape,dim-2,std
channel-0 landscape dim-2 sum,1251,2.176380733555648,0.5465405596811542,1.1862553444527808,0.5721821220969289,241,179,62,channel-0,landscape,dim-2,sum
channel-0 landscape dim-2 norm-1,1251,2.176380733555648,0.5465405596811542,1.1862553444527808,0.5721821220969289,240,181,59,channel-0,landscape,dim-2,norm-1
channel-0 landscape dim-2 norm-2,1251,1.3742027434402653,0.3388224198146242,1.0497948956199823,0.501249187839552,1149,233,916,channel-0,landscape,dim-2,norm-2
channel-0 silhouette-1 dim-1 max,1264,0.898447392373914,0.2156290415709303,0.2663206566690381,0.09399472576498236,2235,2214,21,channel-0,silhouette-1,dim-1,max
channel-0 silhouette-1 dim-1 mean,1264,1.5251727174707717,0.3779149934924491,0.31367366250547324,0.11860909336097786,917,1809,-892,channel-0,silhouette-1,dim-1,mean
channel-0 silhouette-1 dim-1 std,1264,1.1264299038203112,0.2746634501227456,0.30640548145558305,0.1148310506167812,1639,1875,-236,channel-0,silhouette-1,dim-1,std
channel-0 silhouette-1 dim-1 sum,1264,1.5251727174707714,0.377914993492449,0.31367366250547324,0.11860909336097786,918,1810,-892,channel-0,silhouette-1,dim-1,sum
channel-0 silhouette-1 dim-1 norm-1,1264,1.5251727174707714,0.377914993492449,0.31367366250547324,0.11860909336097786,919,1807,-888,channel-0,silhouette-1,dim-1,norm-1
channel-0 silhouette-1 dim-1 norm-2,1264,1.025573731228539,0.2485474798231774,0.3273674796661902,0.1257272190941259,1889,1707,182,channel-0,silhouette-1,dim-1,norm-2
channel-0 silhouette-1 dim-2 max,1251,0.6769142643178178,0.1582646538095468,0.42246511569221873,0.17515952290056722,2860,1068,1792,channel-0,silhouette-1,dim-2,max
channel-0 silhouette-1 dim-2 mean,1251,1.2028359517947664,0.2944482389792984,0.8232639447901628,0.38349708325604026,1480,376,1104,channel-0,silhouette-1,dim-2,mean
channel-0 silhouette-1 dim-2 std,1251,0.9430819649368618,0.2271868385944807,0.5741856597738878,0.25402474334275454,2099,622,1477,channel-0,silhouette-1,dim-2,std
channel-0 silhouette-1 dim-2 sum,1251,1.202835951794767,0.2944482389792985,0.8232639447901628,0.38349708325604026,1478,378,1100,channel-0,silhouette-1,dim-2,sum
channel-0 silhouette-1 dim-2 norm-1,1251,1.202835951794767,0.2944482389792985,0.8232639447901628,0.38349708325604026,1477,379,1098,channel-0,silhouette-1,dim-2,norm-1
channel-0 silhouette-1 dim-2 norm-2,1251,0.9780200727291276,0.2362338067866919,0.57909392852582,0.2565760899613263,1990,614,1376,channel-0,silhouette-1,dim-2,norm-2
channel-0 silhouette-2 dim-1 max,1264,1.5766553095222389,0.3912460352166181,0.3718478768141834,0.1488483880015103,831,1353,-522,channel-0,silhouette-2,dim-1,max
channel-0 silhouette-2 dim-1 mean,1264,1.7127693165438989,0.4264917645892879,0.29808739386309946,0.11050726035087285,640,1928,-1288,channel-0,silhouette-2,dim-1,mean
channel-0 silhouette-2 dim-1 std,1264,1.3400035738099951,0.3299667942700267,0.3268298130099771,0.12544773684191468,1206,1714,-508,channel-0,silhouette-2,dim-1,std
channel-0 silhouette-2 dim-1 sum,1264,1.7127693165438989,0.4264917645892879,0.29808739386309946,0.11050726035087285,638,1930,-1292,channel-0,silhouette-2,dim-1,sum
