Algorithm,unique_values,score,normalized_score,IV,normalized_iv,QSDA_IDX,IV_IDX,IDX_DIFF
entropy,1259.5915492957747,0.5381167304807919,0.1223240447403029,0.37809073118526093,0.15209345998001886,3293.154929577465,2115.1408450704225,1178.0140845070423
amplitude-bottleneck,1263.2624113475176,0.7845707319463172,0.18614151091101966,0.2851881341914696,0.1038021502176235,2645.4113475177305,2445.4893617021276,199.92198581560282
life,1262.8364779874214,0.8539995569139053,0.20411959875822164,0.4436310420648294,0.18616169442152164,2497.0927672955977,1770.2389937106918,726.8537735849056
amplitude-wasserstein-2,1263.4397163120568,0.8957383527454609,0.2149275555174847,0.48579930463535737,0.2080810023400234,2385.6170212765956,1486.1914893617022,899.4255319148937
amplitude-wasserstein-1,1263.4326241134752,0.9393971877440097,0.22623269241526212,0.5714037777135336,0.2525787048826242,2313.049645390071,1325.468085106383,987.581560283688
amplitude-landscape-2-2,1245.4255319148936,0.9533953819347736,0.22985742270532863,0.341395883118445,0.13301926472585315,2288.553191489362,2163.326241134752,125.22695035460993
landscape,1227.056338028169,0.9536705402921521,0.22992867295510822,0.3169587064105972,0.12031667827182822,2322.9084507042253,2383.81220657277,-60.9037558685446
amplitude-landscape-2-1,1245.4255319148936,1.012501443725632,0.24516250631684408,0.3202025823993764,0.12200286386054107,2172.404255319149,2285.063829787234,-112.65957446808511
bd2,1262.8789308176101,1.0250670004313849,0.24841626557908825,0.6098207909943769,0.27254809162232146,2172.7814465408806,1329.0314465408806,843.75
amplitude-landscape-1-2,1245.3971631205675,1.1273069514043077,0.27489055519788735,0.3640500774092992,0.1447950465588437,1948.7163120567375,2032.5886524822695,-83.87234042553192
amplitude-silhouette-2-1,1245.4255319148936,1.1848630740171093,0.28979429336370444,0.28345529491534394,0.10290141029258759,1859.2978723404256,2438.3900709219856,-579.0921985815603
amplitude-landscape-1-1,1245.3971631205675,1.207080890143324,0.2955474348042594,0.33511138331805523,0.12975254521119187,1790.5177304964539,2218.794326241135,-428.27659574468083
silhouette-1,1227.112676056338,1.2114367473102101,0.29667535224824176,0.2789248970715636,0.1005464831678323,1833.0610328638497,2524.718309859155,-691.6572769953052
amplitude-silhouette-2-2,1245.4255319148936,1.2784757333464247,0.31403460873442113,0.25282572908155115,0.08697998398772097,1617.0709219858156,2639.6666666666665,-1022.5957446808511
silhouette-2,1227.112676056338,1.3053913601228855,0.3210042139794417,0.25609570072068977,0.08867973424712915,1610.2676056338028,2671.0046948356808,-1060.737089201878
amplitude-silhouette-1-1,1245.4255319148936,1.4314875983062236,0.35365591517588374,0.3136888960262279,0.11861701183358615,1480.836879432624,2288.851063829787,-808.0141843971631
amplitude-silhouette-1-2,1245.4255319148936,1.6193582044580621,0.40230363840728806,0.28158325710818055,0.10192831416225352,1091.4822695035461,2468.2624113475176,-1376.7801418439717
