,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 118.5)","(119.5, 184.5)","(186.5, 388.5)","(389.5, 501.5)","(502.5, 669.5)","(672.5, 772.5)","(773.5, 954.5)","(955.5, 1023.5)","(1024.5, 1112.5)","(1113.5, 1304.5)"
"Time length, sec",110.0,65.0,202.0,112.0,167.0,100.0,181.0,68.0,88.0,191.0
Number of epochs,105,59,184,96,149,93,170,61,82,181
